@RELATION bitcoin 

@ATTRIBUTE time  real 
@ATTRIBUTE  JPYs  real 
@ATTRIBUTE  JPYb  real 
@ATTRIBUTE  USDs  real 
@ATTRIBUTE  USDb real 
@ATTRIBUTE  ISKs  real
@ATTRIBUTE  SGDs  real
@ATTRIBUTE  SGDb  real
@ATTRIBUTE  CNYs  real
@ATTRIBUTE  CNYb  real
@ATTRIBUTE  RUBs  real 
@ATTRIBUTE  RUBb real 
@ATTRIBUTE  CADs  real 
@ATTRIBUTE CADb  real 
@ATTRIBUTE AUDs real 
@ATTRIBUTE AUDb real 

@data
1445576411,33058.04,33092.77,276,276.29,34679.4,384.23,384.64,1753.04,1754.88,17337.33,17355.55,361.76,362.14,382.75,383.15
1445577315,33074.81,33091.58,276.14,276.28,34696.99,384.43,384.62,1753.93,1754.82,17346.12,17354.92,361.94,362.13,382.94,383.14
1445578218,33059.24,33083.19,276.01,276.21,34680.66,384.25,384.52,1753.1,1754.37,17337.96,17350.52,361.77,362.04,382.76,383.04
1445579121,33351.49,33374.25,278.45,278.64,34987.24,387.64,387.91,1768.6,1769.81,17491.23,17503.16,364.97,365.22,386.15,386.41
1445580024,33266.45,33356.28,277.74,278.49,34898.03,386.65,387.7,1764.09,1768.85,17446.63,17493.74,364.04,365.02,385.16,386.2
1445580927,33397,33429.34,278.83,279.1,35034.99,388.17,388.55,1771.01,1772.73,17515.1,17532.06,365.47,365.82,386.67,387.05
1445581831,33428.14,33476.05,279.09,279.49,35067.66,388.53,389.09,1772.66,1775.21,17531.43,17556.56,365.81,366.34,387.03,387.59
1445582734,33448.51,33471.26,279.26,279.45,35089.02,388.77,389.04,1773.74,1774.95,17542.11,17554.05,366.03,366.28,387.27,387.53
1445583637,33338.31,33352.69,278.34,278.46,34973.42,387.49,387.66,1767.9,1768.66,17484.32,17491.86,364.83,364.99,385.99,386.16
1445584540,33270.04,33296.39,277.77,277.99,34901.8,386.7,387,1764.28,1765.68,17448.51,17462.33,364.08,364.37,385.2,385.51
1445585444,33320.35,33321.54,278.19,278.2,34954.57,387.28,387.3,1766.95,1767.01,17474.9,17475.53,364.63,364.64,385.78,385.8
1445586347,33340.71,33393.41,278.36,278.8,34975.93,387.52,388.13,1768.03,1770.82,17485.58,17513.22,364.85,365.43,386.02,386.63
1445587250,33226.92,33244.89,277.41,277.56,34856.57,386.2,386.4,1761.99,1762.95,17425.9,17435.32,363.61,363.81,384.7,384.91
1445588154,33309.57,33323.94,278.1,278.22,34943.27,387.16,387.32,1766.38,1767.14,17469.24,17476.78,364.51,364.67,385.66,385.83
1445589057,33484.44,33496.42,279.56,279.66,35126.71,389.19,389.33,1775.65,1776.29,17560.96,17567.24,366.43,366.56,387.68,387.82
1445589960,33402.99,33417.36,278.88,279,35041.27,388.24,388.41,1771.33,1772.09,17518.24,17525.78,365.54,365.69,386.74,386.91
1445590863,33418.56,33429.34,279.01,279.1,35057.61,388.42,388.55,1772.16,1772.73,17526.41,17532.06,365.71,365.82,386.92,387.05
1445591766,33402.99,33405.39,278.88,278.9,35041.27,388.24,388.27,1771.33,1771.46,17518.24,17519.5,365.54,365.56,386.74,386.77
1445592669,33302.38,33321.54,278.04,278.2,34935.73,387.07,387.3,1766,1767.01,17465.47,17475.53,364.43,364.64,385.58,385.8
1445593572,33208.96,33270.04,277.26,277.77,34837.72,385.99,386.7,1761.04,1764.28,17416.48,17448.51,363.41,364.08,384.5,385.2
1445594475,33194.58,33264.05,277.14,277.72,34822.64,385.82,386.63,1760.28,1763.96,17408.94,17445.37,363.25,364.02,384.33,385.13
1445595378,33267.65,33268.84,277.75,277.76,34899.29,386.67,386.68,1764.15,1764.22,17447.26,17447.89,364.05,364.07,385.17,385.19
1445596281,33243.69,33244.89,277.55,277.56,34874.16,386.39,386.4,1762.88,1762.95,17434.69,17435.32,363.79,363.81,384.9,384.91
1445597184,33190.99,33192.19,277.11,277.12,34818.87,385.78,385.79,1760.09,1760.15,17407.06,17407.68,363.22,363.23,384.29,384.3
1445598087,33219.73,33236.5,277.35,277.49,34849.03,386.11,386.31,1761.61,1762.5,17422.13,17430.93,363.53,363.71,384.62,384.81
1445598991,33181.41,33236.5,277.03,277.49,34808.82,385.67,386.31,1759.58,1762.5,17402.03,17430.93,363.11,363.71,384.18,384.81
1445599894,33244.89,33249.68,277.56,277.6,34875.41,386.4,386.46,1762.95,1763.2,17435.32,17437.84,363.81,363.86,384.91,384.97
1445600797,33341.91,33370.65,278.37,278.61,34977.19,387.53,387.87,1768.09,1769.62,17486.2,17501.28,364.87,365.18,386.03,386.37
1445601700,33256.87,33346.7,277.66,278.41,34887.98,386.54,387.59,1763.58,1768.35,17441.6,17488.72,363.94,364.92,385.05,386.09
1445602603,33395.8,33437.73,278.82,279.17,35033.73,388.16,388.65,1770.95,1773.17,17514.47,17536.46,365.46,365.92,386.66,387.14
1445603506,33308.37,33333.52,278.09,278.3,34942.01,387.14,387.43,1766.31,1767.65,17468.62,17481.81,364.5,364.78,385.65,385.94
1445604409,33026.9,33067.62,275.74,276.08,34646.73,383.87,384.34,1751.39,1753.55,17321,17342.35,361.42,361.87,382.39,382.86
1445605313,33018.51,33074.81,275.67,276.14,34637.94,383.77,384.43,1750.94,1753.93,17316.6,17346.12,361.33,361.94,382.29,382.94
1445606216,33025.7,33058.04,275.73,276,34645.47,383.86,384.23,1751.32,1753.04,17320.37,17337.33,361.41,361.76,382.37,382.75
1445607120,33010.13,33058.04,275.6,276,34629.14,383.68,384.23,1750.5,1753.04,17312.2,17337.33,361.24,361.76,382.19,382.75
1445608023,33072.41,33104.75,276.12,276.39,34694.48,384.4,384.78,1753.8,1755.52,17344.87,17361.83,361.92,362.27,382.91,383.29
1445608926,33143.08,33188.59,276.71,277.09,34768.61,385.22,385.75,1757.55,1759.96,17381.93,17405.8,362.69,363.19,383.73,384.26
1445609830,33176.62,33177.81,276.99,277,34803.79,385.61,385.62,1759.33,1759.39,17399.52,17400.15,363.06,363.07,384.12,384.13
1445610733,33190.99,33193.38,277.11,277.13,34818.87,385.78,385.81,1760.09,1760.22,17407.06,17408.31,363.22,363.24,384.29,384.32
1445611637,33177.81,33216.14,277,277.32,34805.05,385.62,386.07,1759.39,1761.42,17400.15,17420.25,363.07,363.49,384.13,384.58
1445612541,33202.97,33213.75,277.21,277.3,34831.44,385.92,386.04,1760.72,1761.3,17413.34,17418.99,363.35,363.46,384.43,384.55
1445613446,33189.79,33207.76,277.1,277.25,34817.62,385.76,385.97,1760.03,1760.98,17406.43,17415.85,363.2,363.4,384.27,384.48
1445614353,33182.6,33214.94,277.04,277.31,34810.08,385.68,386.06,1759.64,1761.36,17402.66,17419.62,363.12,363.48,384.19,384.56
1445615257,33163.44,33236.5,276.88,277.49,34789.97,385.46,386.31,1758.63,1762.5,17392.61,17430.93,362.91,363.71,383.97,384.81
1445616161,33196.98,33234.11,277.16,277.47,34825.15,385.85,386.28,1760.41,1762.38,17410.2,17429.67,363.28,363.69,384.36,384.79
1445617064,33199.37,33235.31,277.18,277.48,34827.67,385.88,386.29,1760.53,1762.44,17411.45,17430.3,363.31,363.7,384.38,384.8
1445617967,33157.45,33201.77,276.83,277.2,34783.69,385.39,385.9,1758.31,1760.66,17389.47,17412.71,362.85,363.33,383.9,384.41
1445618871,33185,33249.68,277.06,277.6,34812.59,385.71,386.46,1759.77,1763.2,17403.91,17437.84,363.15,363.86,384.22,384.97
1445619774,33185,33260.46,277.06,277.69,34812.59,385.71,386.59,1759.77,1763.77,17403.91,17443.49,363.15,363.98,384.22,385.09
1445620678,33207.76,33262.85,277.25,277.71,34836.46,385.97,386.61,1760.98,1763.9,17415.85,17444.75,363.4,364,384.48,385.12
1445621582,33196.98,33277.23,277.16,277.83,34825.15,385.85,386.78,1760.41,1764.66,17410.2,17452.28,363.28,364.16,384.36,385.29
1445622485,33243.69,33273.63,277.55,277.8,34874.16,386.39,386.74,1762.88,1764.47,17434.69,17450.4,363.79,364.12,384.9,385.24
1445623398,33196.98,33230.51,277.16,277.44,34825.15,385.85,386.24,1760.41,1762.18,17410.2,17427.78,363.28,363.65,384.36,384.74
1445624302,33229.32,33231.71,277.43,277.45,34859.08,386.22,386.25,1762.12,1762.25,17427.16,17428.41,363.63,363.66,384.73,384.76
1445625205,33282.02,33284.41,277.87,277.89,34914.37,386.84,386.86,1764.92,1765.04,17454.8,17456.05,364.21,364.24,385.34,385.37
1445626109,33244.89,33309.57,277.56,278.1,34875.41,386.4,387.16,1762.95,1766.38,17435.32,17469.24,363.81,364.51,384.91,385.66
1445627012,33250.88,33323.94,277.61,278.22,34881.7,386.47,387.32,1763.26,1767.14,17438.46,17476.78,363.87,364.67,384.98,385.83
1445627915,33280.82,33352.69,277.86,278.46,34913.11,386.82,387.66,1764.85,1768.66,17454.17,17491.86,364.2,364.99,385.33,386.16
1445628819,33276.03,33335.92,277.82,278.32,34908.08,386.77,387.46,1764.6,1767.77,17451.66,17483.06,364.15,364.8,385.27,385.97
1445629722,33283.22,33328.73,277.88,278.26,34915.62,386.85,387.38,1764.98,1767.39,17455.42,17479.29,364.22,364.72,385.36,385.88
1445630625,33286.81,33288.01,277.91,277.92,34919.39,386.89,386.91,1765.17,1765.23,17457.31,17457.94,364.26,364.28,385.4,385.41
1445631528,33288.01,33331.13,277.92,278.28,34920.65,386.91,387.41,1765.23,1767.52,17457.94,17480.55,364.28,364.75,385.41,385.91
1445632432,33298.79,33337.11,278.01,278.33,34931.96,387.03,387.48,1765.8,1767.84,17463.59,17483.69,364.4,364.81,385.54,385.98
1445633335,33255.67,33333.52,277.65,278.3,34886.72,386.53,387.43,1763.52,1767.65,17440.98,17481.81,363.92,364.78,385.04,385.94
1445634238,33333.52,33345.5,278.3,278.4,34968.4,387.43,387.57,1767.65,1768.28,17481.81,17488.09,364.78,364.91,385.94,386.08
1445635665,33206.56,33294,277.24,277.97,34835.21,385.96,386.97,1760.91,1765.55,17415.22,17461.08,363.39,364.34,384.47,385.48
1445636568,33211.35,33280.82,277.28,277.86,34840.23,386.01,386.82,1761.17,1764.85,17417.73,17454.17,363.44,364.2,384.52,385.33
1445637472,33155.06,33238.9,276.81,277.51,34781.18,385.36,386.33,1758.18,1762.63,17388.21,17432.18,362.82,363.74,383.87,384.84
1445638375,33162.24,33201.77,276.87,277.2,34788.72,385.44,385.9,1758.56,1760.66,17391.98,17412.71,362.9,363.33,383.95,384.41
1445639278,33099.96,33205.36,276.35,277.23,34723.38,384.72,385.94,1755.26,1760.85,17359.31,17414.59,362.22,363.37,383.23,384.45
1445640181,33139.49,33140.68,276.68,276.69,34764.84,385.18,385.19,1757.36,1757.42,17380.04,17380.67,362.65,362.67,383.69,383.7
1445641085,33157.45,33198.18,276.83,277.17,34783.69,385.39,385.86,1758.31,1760.47,17389.47,17410.82,362.85,363.29,383.9,384.37
1445641989,33201.77,33259.26,277.2,277.68,34830.18,385.9,386.57,1760.66,1763.71,17412.71,17442.86,363.33,363.96,384.41,385.08
1445642892,33214.94,33264.05,277.31,277.72,34844,386.06,386.63,1761.36,1763.96,17419.62,17445.37,363.48,364.02,384.56,385.13
1445643797,33301.18,33382.63,278.03,278.71,34934.47,387.06,388.01,1765.93,1770.25,17464.85,17507.56,364.42,365.31,385.56,386.51
1445644700,33325.14,33371.85,278.23,278.62,34959.6,387.34,387.88,1767.2,1769.68,17477.41,17501.91,364.68,365.19,385.84,386.38
1445645605,33370.65,33423.35,278.61,279.05,35007.35,387.87,388.48,1769.62,1772.41,17501.28,17528.92,365.18,365.76,386.37,386.98
1445646508,33389.82,33425.75,278.77,279.07,35027.45,388.09,388.51,1770.63,1772.54,17511.33,17530.18,365.39,365.78,386.59,387.01
1445647414,33464.08,33528.76,279.39,279.93,35105.35,388.95,389.7,1774.57,1778,17550.28,17584.2,366.2,366.91,387.45,388.2
1445648318,33533.55,33618.59,279.97,280.68,35178.23,389.76,390.75,1778.25,1782.76,17586.71,17631.31,366.96,367.89,388.25,389.24
1445649221,33604.21,33605.41,280.56,280.57,35252.36,390.58,390.59,1782,1782.07,17623.77,17624.4,367.74,367.75,389.07,389.09
1445650125,33610.2,33640.15,280.61,280.86,35258.65,390.65,391,1782.32,1783.91,17626.91,17642.62,367.8,368.13,389.14,389.49
1445651028,33531.15,33646.14,279.95,280.91,35175.72,389.73,391.07,1778.13,1784.22,17585.45,17645.76,366.94,368.2,388.23,389.56
1445651932,33519.17,33612.6,279.85,280.63,35163.15,389.59,390.68,1777.49,1782.45,17579.17,17628.17,366.81,367.83,388.09,389.17
1445652836,33479.65,33586.25,279.52,280.41,35121.69,389.13,390.37,1775.4,1781.05,17558.44,17614.35,366.37,367.54,387.63,388.86
1445653739,33391.01,33459.29,278.78,279.35,35028.71,388.1,388.9,1770.7,1774.32,17511.96,17547.76,365.4,366.15,386.6,387.39
1445654642,33407.78,33408.98,278.92,278.93,35046.3,388.3,388.31,1771.58,1771.65,17520.75,17521.38,365.59,365.6,386.8,386.81
1445655546,33407.78,33408.98,278.92,278.93,35046.3,388.3,388.31,1771.58,1771.65,17520.75,17521.38,365.59,365.6,386.8,386.81
1445656449,33442.52,33479.65,279.21,279.52,35082.74,388.7,389.13,1773.43,1775.4,17538.97,17558.44,365.97,366.37,387.2,387.63
1445657353,33604.21,33647.33,280.56,280.92,35252.36,390.58,391.08,1782,1784.29,17623.77,17646.39,367.74,368.21,389.07,389.57
1445658256,33658.11,33667.7,281.01,281.09,35308.91,391.21,391.32,1784.86,1785.37,17652.04,17657.06,368.33,368.43,389.7,389.81
1445659160,33585.05,33701.23,280.4,281.37,35232.26,390.36,391.71,1780.99,1787.15,17613.72,17674.65,367.53,368.8,388.85,390.19
1445660063,33558.7,33617.39,280.18,280.67,35204.62,390.05,390.73,1779.59,1782.7,17599.9,17630.68,367.24,367.88,388.54,389.22
1445660966,33561.1,33616.19,280.2,280.66,35207.13,390.08,390.72,1779.71,1782.64,17601.16,17630.05,367.27,367.87,388.57,389.21
1445661870,33547.92,33549.12,280.09,280.1,35193.31,389.93,389.94,1779.02,1779.08,17594.25,17594.88,367.12,367.13,388.42,388.43
1445662773,33565.89,33661.71,280.24,281.04,35212.16,390.13,391.25,1779.97,1785.05,17603.67,17653.92,367.32,368.37,388.63,389.74
1445663677,33636.55,33714.41,280.83,281.48,35286.29,390.96,391.86,1783.72,1787.84,17640.73,17681.56,368.09,368.94,389.45,390.35
1445664580,33555.11,33562.29,280.15,280.21,35200.85,390.01,390.09,1779.4,1779.78,17598.02,17601.79,367.2,367.28,388.5,388.59
1445665483,33561.1,33617.39,280.2,280.67,35207.13,390.08,390.73,1779.71,1782.7,17601.16,17630.68,367.27,367.88,388.57,389.22
1445666387,33553.91,33616.19,280.14,280.66,35199.59,390,390.72,1779.33,1782.64,17597.39,17630.05,367.19,367.87,388.49,389.21
1445667290,33456.89,33472.46,279.33,279.46,35097.81,388.87,389.05,1774.19,1775.01,17546.51,17554.67,366.13,366.3,387.37,387.55
1445668194,33404.19,33466.47,278.89,279.41,35042.53,388.26,388.98,1771.39,1774.7,17518.87,17551.53,365.55,366.23,386.76,387.48
1445669097,33473.66,33575.47,279.47,280.32,35115.41,389.06,390.25,1775.08,1780.48,17555.3,17608.7,366.31,367.42,387.56,388.74
1445670001,33467.67,33468.87,279.42,279.43,35109.12,388.99,389.01,1774.76,1774.82,17552.16,17552.79,366.24,366.26,387.49,387.5
1445670907,33472.46,33504.8,279.46,279.73,35114.15,389.05,389.43,1775.01,1776.73,17554.67,17571.63,366.3,366.65,387.55,387.92
1445671810,33472.46,33535.94,279.46,279.99,35114.15,389.05,389.79,1775.01,1778.38,17554.67,17587.97,366.3,366.99,387.55,388.28
1445672714,33484.44,33546.72,279.56,280.08,35126.71,389.19,389.91,1775.65,1778.95,17560.96,17593.62,366.43,367.11,387.68,388.41
1445673617,33476.05,33510.79,279.49,279.78,35117.92,389.09,389.49,1775.21,1777.05,17556.56,17574.78,366.34,366.72,387.59,387.99
1445674521,33500.01,33501.21,279.69,279.7,35143.05,389.37,389.38,1776.48,1776.54,17569.12,17569.75,366.6,366.61,387.87,387.88
1445675425,33504.8,33519.17,279.73,279.85,35148.07,389.43,389.59,1776.73,1777.49,17571.63,17579.17,366.65,366.81,387.92,388.09
1445676328,33465.27,33535.94,279.4,279.99,35106.61,388.97,389.79,1774.63,1778.38,17550.9,17587.97,366.22,366.99,387.46,388.28
1445677232,33458.09,33533.55,279.51,280.13,35099.07,388.88,389.76,1774.25,1778.25,17547.14,17586.71,366.14,366.96,387.38,388.25
1445678135,33550.32,33559.9,280.11,280.19,35195.82,389.95,390.07,1779.14,1779.65,17595.5,17600.53,367.15,367.25,388.45,388.56
1445679039,33557.5,33576.67,280.17,280.33,35203.36,390.04,390.26,1779.52,1780.54,17599.27,17609.32,367.23,367.44,388.53,388.75
1445679943,33565.89,33577.86,280.24,280.34,35212.16,390.13,390.27,1779.97,1780.6,17603.67,17609.95,367.32,367.45,388.63,388.77
1445680846,33574.27,33587.45,280.31,280.42,35220.95,390.23,390.39,1780.41,1781.11,17608.07,17614.98,367.41,367.55,388.72,388.88
1445681750,33464.08,33552.71,279.39,280.13,35105.35,388.95,389.98,1774.57,1779.27,17550.28,17596.76,366.2,367.17,387.45,388.48
1445682654,33476.05,33535.94,279.49,279.99,35117.92,389.09,389.79,1775.21,1778.38,17556.56,17587.97,366.34,366.99,387.59,388.28
1445683558,33459.29,33521.57,279.35,279.87,35100.33,388.9,389.62,1774.32,1777.62,17547.76,17580.43,366.15,366.83,387.39,388.11
1445684462,33490.43,33553.91,279.61,280.14,35133,389.26,390,1775.97,1779.33,17564.1,17597.39,366.49,367.19,387.75,388.49
1445685366,33515.58,33527.56,279.82,279.92,35159.38,389.55,389.69,1777.3,1777.94,17577.29,17583.57,366.77,366.9,388.05,388.18
1445686269,33459.29,33504.8,279.35,279.73,35100.33,388.9,389.43,1774.32,1776.73,17547.76,17571.63,366.15,366.65,387.39,387.92
1445687173,33453.3,33515.58,279.3,279.82,35094.05,388.83,389.55,1774,1777.3,17544.62,17577.29,366.09,366.77,387.32,388.05
1445688077,33504.8,33506,279.73,279.74,35148.07,389.43,389.44,1776.73,1776.79,17571.63,17572.26,366.65,366.66,387.92,387.93
1445688980,33507.2,33508.39,279.75,279.76,35150.59,389.45,389.47,1776.86,1776.92,17572.89,17573.52,366.68,366.69,387.95,387.96
1445689884,33458.09,33519.17,279.34,279.85,35099.07,388.88,389.59,1774.25,1777.49,17547.14,17579.17,366.14,366.81,387.38,388.09
1445690787,33456.89,33514.38,279.33,279.81,35097.81,388.87,389.54,1774.19,1777.24,17546.51,17576.66,366.13,366.75,387.37,388.03
1445691691,33437.73,33514.38,279.17,279.81,35077.71,388.65,389.54,1773.17,1777.24,17536.46,17576.66,365.92,366.75,387.14,388.03
1445692595,33428.14,33514.38,279.09,279.81,35067.66,388.53,389.54,1772.66,1777.24,17531.43,17576.66,365.81,366.75,387.03,388.03
1445693498,33496.42,33522.77,279.66,279.88,35139.28,389.33,389.63,1776.29,1777.68,17567.24,17581.06,366.56,366.85,387.82,388.13
1445694402,33588.64,33589.84,280.43,280.44,35236.03,390.4,390.41,1781.18,1781.24,17615.61,17616.23,367.57,367.58,388.89,388.91
1445696225,34089.23,34120.78,280.94,281.2,36110.34,392.37,392.73,1784.06,1785.72,17483.52,17499.7,369.56,369.91,389.17,389.53
1445697128,34094.09,34119.57,280.98,281.19,36115.48,392.42,392.72,1784.32,1785.65,17486.01,17499.08,369.62,369.89,389.23,389.52
1445698032,34014,34027.35,280.32,280.43,36030.65,391.5,391.65,1780.13,1780.83,17444.93,17451.78,368.75,368.89,388.32,388.47
1445698936,34050.4,34118.35,280.62,281.18,36069.21,391.92,392.7,1782.03,1785.59,17463.6,17498.45,369.14,369.88,388.73,389.51
1445699840,34020.07,34098.94,280.37,281.02,36037.08,391.57,392.48,1780.44,1784.57,17448.04,17488.5,368.81,369.67,388.39,389.29
1445700743,33975.17,34035.84,280,280.5,35989.52,391.05,391.75,1778.1,1781.27,17425.02,17456.13,368.33,368.98,387.87,388.57
1445701647,33982.45,33997.01,280.06,280.18,35997.23,391.14,391.3,1778.48,1779.24,17428.75,17436.22,368.41,368.56,387.96,388.12
1445702551,34017.64,34021.28,280.35,280.38,36034.51,391.54,391.58,1780.32,1780.51,17446.8,17448.67,368.79,368.83,388.36,388.4
1445703455,34109.86,34118.35,281.11,281.18,36132.19,392.6,392.7,1785.14,1785.59,17494.1,17498.45,369.79,369.88,389.41,389.51
1445704358,34088.02,34117.14,280.93,281.17,36109.06,392.35,392.69,1784,1785.53,17482.89,17497.83,369.55,369.87,389.16,389.49
1445705262,34001.87,34069.82,280.22,280.78,36017.8,391.36,392.14,1779.49,1783.05,17438.71,17473.56,368.62,369.35,388.18,388.95
1445706166,33956.97,33961.82,279.85,279.89,35970.24,390.84,390.9,1777.14,1777.4,17415.68,17418.17,368.13,368.18,387.66,387.72
1445707070,33906.01,33919.36,279.43,279.54,35916.26,390.26,390.41,1774.48,1775.17,17389.55,17396.39,367.58,367.72,387.08,387.24
1445707974,33887.81,33920.57,279.28,279.55,35896.98,390.05,390.42,1773.52,1775.24,17380.21,17397.01,367.38,367.73,386.88,387.25
1445708878,33943.62,33960.61,279.74,279.88,35956.1,390.69,390.89,1776.44,1777.33,17408.84,17417.55,367.98,368.17,387.51,387.71
1445709781,33921.78,33959.4,279.56,279.87,35932.96,390.44,390.87,1775.3,1777.27,17397.64,17416.93,367.75,368.16,387.26,387.69
1445710688,33961.82,33963.04,279.89,279.9,35975.38,390.9,390.91,1777.4,1777.46,17418.17,17418.8,368.18,368.2,387.72,387.73
1445711594,33909.65,34011.57,279.46,280.3,35920.11,390.3,391.47,1774.67,1780,17391.41,17443.69,367.62,368.72,387.12,388.29
1445712500,33997.01,33998.23,280.18,280.19,36012.66,391.3,391.32,1779.24,1779.3,17436.22,17436.84,368.56,368.58,388.12,388.14
1445713407,33944.84,34034.63,279.75,280.49,35957.39,390.7,391.74,1776.51,1781.21,17409.46,17455.51,368,368.97,387.53,388.55
1445714313,34030.99,34032.2,280.46,280.47,36048.65,391.7,391.71,1781.02,1781.08,17453.65,17454.27,368.93,368.95,388.51,388.52
1445715219,33909.65,33980.03,279.46,280.04,35920.11,390.3,391.11,1774.67,1778.35,17391.41,17427.51,367.62,368.38,387.12,387.93
1445716125,33889.02,33959.4,279.29,279.87,35898.26,390.06,390.87,1773.59,1777.27,17380.83,17416.93,367.39,368.16,386.89,387.69
1445717031,33875.67,33946.05,279.18,279.76,35884.12,389.91,390.72,1772.89,1776.57,17373.99,17410.08,367.25,368.01,386.74,387.54
1445717938,33933.92,33935.13,279.66,279.67,35945.82,390.58,390.59,1775.94,1776,17403.86,17404.48,367.88,367.89,387.4,387.42
1445718845,33973.96,33987.31,279.99,280.1,35988.23,391.04,391.19,1778.03,1778.73,17424.4,17431.24,368.31,368.46,387.86,388.01
1445719751,33887.81,33921.78,279.28,279.56,35896.98,390.05,390.44,1773.52,1775.3,17380.21,17397.64,367.38,367.75,386.88,387.26
1445720657,33867.18,33868.39,279.11,279.12,35875.12,389.81,389.82,1772.44,1772.51,17369.63,17370.25,367.16,367.17,386.64,386.65
1445721563,33889.02,33929.06,279.29,279.62,35898.26,390.06,390.52,1773.59,1775.68,17380.83,17401.37,367.39,367.83,386.89,387.35
1445722470,33902.37,34014,279.4,280.32,35912.4,390.22,391.5,1774.28,1780.13,17387.68,17444.93,367.54,368.75,387.04,388.32
1445723376,33904.79,33927.85,279.42,279.61,35914.97,390.24,390.51,1774.41,1775.62,17388.92,17400.75,367.56,367.81,387.07,387.33
1445724283,33903.58,33972.75,279.41,279.98,35913.68,390.23,391.03,1774.35,1777.97,17388.3,17423.77,367.55,368.3,387.06,387.84
1445725188,33895.09,33958.18,279.34,279.86,35904.69,390.13,390.86,1773.9,1777.21,17383.95,17416.31,367.46,368.14,386.96,387.68
1445726092,33899.94,33971.53,279.38,279.97,35909.83,390.19,391.01,1774.16,1777.9,17386.43,17423.15,367.51,368.29,387.01,387.83
1445726995,33950.9,34018.85,279.8,280.36,35963.81,390.77,391.56,1776.83,1780.38,17412.57,17447.42,368.06,368.8,387.6,388.37
1445727899,33984.88,33988.52,280.08,280.11,35999.8,391.17,391.21,1778.6,1778.79,17430,17431.86,368.43,368.47,387.98,388.02
1445728804,33929.06,33975.17,279.62,280,35940.68,390.52,391.05,1775.68,1778.1,17401.37,17425.02,367.83,368.33,387.35,387.87
1445729711,34381.66,34382.87,283.35,283.36,36420.11,395.73,395.75,1799.37,1799.43,17633.5,17634.12,372.73,372.75,392.51,392.53
1445730615,34370.74,34399.86,283.26,283.5,36408.54,395.61,395.94,1798.8,1800.32,17627.9,17642.83,372.62,372.93,392.39,392.72
1445731519,34320.99,34362.25,282.85,283.19,36355.84,395.03,395.51,1796.19,1798.35,17602.38,17623.54,372.08,372.52,391.82,392.29
1445732423,34380.45,34460.53,283.34,284,36418.82,395.72,396.64,1799.31,1803.5,17632.87,17673.95,372.72,373.59,392.5,393.41
1445733327,34575.8,34577.02,284.95,284.96,36625.76,397.97,397.98,1809.53,1809.59,17733.07,17733.69,374.84,374.85,394.73,394.74
1445734231,34574.59,34575.8,284.94,284.95,36624.48,397.95,397.97,1809.47,1809.53,17732.45,17733.07,374.83,374.84,394.72,394.73
1445735134,34356.18,34409.57,283.14,283.58,36393.12,395.44,396.05,1798.04,1800.83,17620.43,17647.81,372.46,373.04,392.22,392.83
1445736039,34438.69,34467.81,283.82,284.06,36480.52,396.39,396.72,1802.35,1803.88,17662.75,17677.68,373.35,373.67,393.16,393.5
1445736943,34471.45,34472.67,284.09,284.1,36515.22,396.77,396.78,1804.07,1804.13,17679.55,17680.17,373.71,373.72,393.54,393.55
1445737847,34543.04,34574.59,284.68,284.94,36591.06,397.59,397.95,1807.81,1809.47,17716.27,17732.45,374.48,374.83,394.36,394.72
1445738751,34455.68,34526.06,283.96,284.54,36498.51,396.58,397.39,1803.24,1806.93,17671.46,17707.55,373.54,374.3,393.36,394.16
1445739655,34530.91,34592.79,284.58,285.09,36578.21,397.45,398.16,1807.18,1810.42,17710.04,17741.78,374.35,375.02,394.22,394.92
1445740559,34608.57,34621.91,285.22,285.33,36660.47,398.34,398.5,1811.24,1811.94,17749.87,17756.72,375.19,375.34,395.1,395.26
1445741463,34728.69,34824.55,286.21,287,36787.72,399.73,400.83,1817.53,1822.55,17811.48,17860.64,376.5,377.54,396.47,397.57
1445742367,34783.3,34890.07,286.66,287.54,36845.56,400.35,401.58,1820.39,1825.98,17839.49,17894.25,377.09,378.25,397.1,398.32
1445743271,34803.92,34921.62,286.83,287.8,36867.41,400.59,401.95,1821.47,1827.63,17850.06,17910.43,377.31,378.59,397.33,398.68
1445744175,34914.34,35050.24,287.74,288.86,36984.37,401.86,403.43,1827.25,1834.36,17906.7,17976.4,378.51,379.98,398.59,400.15
1445745079,35045.39,35198.28,288.82,290.08,37123.19,403.37,405.13,1834.11,1842.11,17973.91,18052.32,379.93,381.59,400.09,401.84
1445745983,34817.27,34891.29,286.94,287.55,36881.55,400.75,401.6,1822.17,1826.04,17856.91,17894.87,377.46,378.26,397.49,398.33
1445746887,34779.66,34786.94,286.63,286.69,36841.7,400.31,400.4,1820.2,1820.58,17837.62,17841.35,377.05,377.13,397.06,397.14
1445747791,34799.07,34847.61,286.79,287.19,36862.27,400.54,401.1,1821.21,1823.75,17847.58,17872.47,377.26,377.78,397.28,397.83
1445748695,34985.93,34992,288.33,288.38,37060.21,402.69,402.76,1830.99,1831.31,17943.41,17946.52,379.28,379.35,399.41,399.48
1445749599,34982.29,34994.43,288.3,288.4,37056.35,402.65,402.78,1830.8,1831.44,17941.55,17947.77,379.25,379.38,399.37,399.51
