@RELATION bitcoin 

@ATTRIBUTE time  real 
@ATTRIBUTE  JPYs  real 
@ATTRIBUTE  JPYb  real 
@ATTRIBUTE  USDs  real 
@ATTRIBUTE  USDb real 
@ATTRIBUTE  ISKs  real
@ATTRIBUTE  SGDs  real
@ATTRIBUTE  SGDb  real
@ATTRIBUTE  CNYs  real
@ATTRIBUTE  CNYb  real
@ATTRIBUTE  RUBs  real 
@ATTRIBUTE  RUBb real 
@ATTRIBUTE  CADs  real 
@ATTRIBUTE CADb  real 
@ATTRIBUTE AUDs real 
@ATTRIBUTE AUDb real 

@data
1445750503,35101.21,35135.18,289.28,289.56,37182.32,404.01,404.4,1837.03,1838.8,18002.53,18019.96,380.53,380.9,400.73,401.12
1445751408,35433.68,35471.29,292.02,292.33,37534.5,407.84,408.27,1854.43,1856.39,18173.05,18192.34,384.14,384.55,404.52,404.95
1445752312,35576.86,35582.93,293.2,293.25,37686.17,409.49,409.56,1861.92,1862.24,18246.48,18249.6,385.69,385.76,406.16,406.23
1445753216,35450.67,35496.77,292.16,292.54,37552.49,408.04,408.57,1855.32,1857.73,18181.76,18205.41,384.32,384.82,404.72,405.24
1445754120,35460.37,35510.12,292.24,292.65,37562.78,408.15,408.72,1855.82,1858.43,18186.74,18212.26,384.43,384.97,404.83,405.4
1445755024,35383.93,35408.2,291.61,291.81,37481.8,407.27,407.55,1851.82,1853.09,18147.53,18159.98,383.6,383.86,403.96,404.23
1445755927,35442.17,35443.38,292.09,292.1,37543.5,407.94,407.95,1854.87,1854.93,18177.41,18178.03,384.23,384.24,404.62,404.63
1445756831,35415.48,35427.61,291.87,291.97,37515.22,407.63,407.77,1853.47,1854.11,18163.72,18169.94,383.94,384.07,404.32,404.45
1445757735,35263.8,35305.06,290.62,290.96,37354.55,405.89,406.36,1845.54,1847.69,18085.92,18107.08,382.3,382.74,402.58,403.05
1445758639,35200.7,35234.68,290.1,290.38,37287.71,405.16,405.55,1842.23,1844.01,18053.56,18070.99,381.61,381.98,401.86,402.25
1445759543,35110.91,35127.9,289.36,289.5,37192.6,404.13,404.32,1837.53,1838.42,18007.51,18016.22,380.64,380.82,400.84,401.03
1445760447,35041.75,35132.75,288.79,289.54,37119.33,403.33,404.38,1833.91,1838.68,17972.04,18018.71,379.89,380.88,400.05,401.09
1445761351,35189.78,35228.61,290.01,290.33,37276.15,405.03,405.48,1841.66,1843.69,18047.96,18067.88,381.49,381.92,401.74,402.18
1445762256,35138.82,35140.04,289.59,289.6,37222.16,404.45,404.46,1838.99,1839.06,18021.83,18022.45,380.94,380.96,401.16,401.17
1445763160,35115.77,35165.52,289.4,289.81,37197.74,404.18,404.75,1837.79,1840.39,18010,18035.52,380.69,381.23,400.89,401.46
1445764065,35142.46,35163.09,289.62,289.79,37226.02,404.49,404.73,1839.19,1840.27,18023.69,18034.27,380.98,381.21,401.2,401.43
1445764969,35084.22,35163.09,289.14,289.79,37164.32,403.82,404.73,1836.14,1840.27,17993.82,18034.27,380.35,381.21,400.53,401.43
1445765873,35144.89,35189.78,289.64,290.01,37228.59,404.52,405.03,1839.31,1841.66,18024.94,18047.96,381.01,381.49,401.23,401.74
1445766778,35266.23,35269.87,290.64,290.67,37357.12,405.91,405.96,1845.66,1845.85,18087.17,18089.04,382.32,382.36,402.61,402.65
1445767682,35363.3,35394.85,291.44,291.7,37459.95,407.03,407.39,1850.74,1852.39,18136.96,18153.14,383.38,383.72,403.72,404.08
1445768586,35456.73,35484.64,292.21,292.44,37558.92,408.11,408.43,1855.63,1857.09,18184.87,18199.19,384.39,384.69,404.79,405.11
1445769490,35464.01,35501.63,292.27,292.58,37566.63,408.19,408.62,1856.01,1857.98,18188.61,18207.9,384.47,384.88,404.87,405.3
1445770394,35385.14,35431.25,291.62,292,37483.08,407.28,407.81,1851.89,1854.3,18148.16,18171.81,383.61,384.11,403.97,404.5
1445771298,35222.55,35248.03,290.28,290.49,37310.85,405.41,405.7,1843.38,1844.71,18064.77,18077.83,381.85,382.13,402.11,402.4
1445772203,35218.91,35256.52,290.25,290.56,37306.99,405.37,405.8,1843.19,1845.15,18062.9,18082.19,381.81,382.22,402.07,402.5
1445773107,35022.34,35059.95,288.63,288.94,37098.77,403.11,403.54,1832.9,1834.87,17962.08,17981.37,379.68,380.09,399.83,400.26
1445774011,34924.05,34927.69,287.82,287.85,36994.66,401.97,402.02,1827.75,1827.95,17911.67,17913.54,378.61,378.65,398.71,398.75
1445774915,35045.39,35066.02,288.82,288.99,37123.19,403.37,403.61,1834.11,1835.18,17973.91,17984.49,379.93,380.15,400.09,400.33
1445775819,35049.03,35079.37,288.85,289.1,37127.05,403.41,403.76,1834.3,1835.88,17975.77,17991.33,379.97,380.3,400.13,400.48
1445776723,35124.26,35125.47,289.47,289.48,37206.74,404.28,404.29,1838.23,1838.3,18014.36,18014.98,380.78,380.8,400.99,401
1445777627,35115.77,35116.98,289.4,289.41,37197.74,404.18,404.2,1837.79,1837.85,18010,18010.62,380.69,380.71,400.89,400.91
1445778532,35102.42,35126.69,289.29,289.49,37183.6,404.03,404.31,1837.09,1838.36,18003.16,18015.6,380.55,380.81,400.74,401.02
1445779436,35177.65,35188.57,289.91,290,37263.29,404.89,405.02,1841.03,1841.6,18041.74,18047.34,381.36,381.48,401.6,401.73
1445780340,35201.92,35278.36,290.11,290.74,37289,405.17,406.05,1842.3,1846.3,18054.19,18093.39,381.63,382.45,401.88,402.75
1445781244,35235.89,35273.51,290.39,290.7,37324.99,405.56,406,1844.08,1846.04,18071.61,18090.9,381.99,382.4,402.27,402.69
1445782148,35502.84,35516.19,292.59,292.7,37607.76,408.64,408.79,1858.05,1858.74,18208.52,18215.37,384.89,385.03,405.31,405.47
1445783052,35271.08,35409.41,290.68,291.82,37362.26,405.97,407.56,1845.92,1853.16,18089.66,18160.6,382.38,383.88,402.67,404.25
1445783957,35603.55,35676.36,293.42,294.02,37714.45,409.8,410.63,1863.32,1867.13,18260.18,18297.51,385.98,386.77,406.46,407.29
1445784861,35644.81,35710.33,293.76,294.3,37758.15,410.27,411.02,1865.48,1868.91,18281.33,18314.94,386.43,387.14,406.93,407.68
1445785765,35755.23,35824.39,294.67,295.24,37875.11,411.54,412.34,1871.25,1874.87,18337.97,18373.44,387.62,388.37,408.19,408.98
1445786669,35615.69,35673.93,293.52,294,37727.3,409.94,410.61,1863.95,1867,18266.4,18296.27,386.11,386.74,406.6,407.27
1445787573,35689.7,35713.97,294.13,294.33,37805.71,410.79,411.07,1867.83,1869.1,18304.36,18316.81,386.91,387.18,407.45,407.72
1445788477,35712.76,35718.83,294.32,294.37,37830.13,411.05,411.12,1869.03,1869.35,18316.18,18319.3,387.16,387.23,407.71,407.78
1445789382,35564.72,35649.66,293.1,293.8,37673.32,409.35,410.33,1861.28,1865.73,18240.26,18283.82,385.56,386.48,406.02,406.99
1445790286,35667.86,35673.93,293.95,294,37782.57,410.54,410.61,1866.68,1867,18293.16,18296.27,386.68,386.74,407.2,407.27
1445791190,35639.96,35672.72,293.72,293.99,37753.01,410.21,410.59,1865.22,1866.94,18278.84,18295.65,386.37,386.73,406.88,407.25
1445792094,35559.87,35597.49,293.06,293.37,37668.17,409.29,409.73,1861.03,1863,18237.77,18257.06,385.51,385.91,405.96,406.39
1445792998,35493.13,35601.13,292.51,293.4,37597.48,408.53,409.77,1857.54,1863.19,18203.54,18258.93,384.78,385.95,405.2,406.43
1445793902,35580.5,35612.05,293.23,293.49,37690.02,409.53,409.89,1862.11,1863.76,18248.35,18264.53,385.73,386.07,406.2,406.56
1445794806,35642.38,35643.6,293.74,293.75,37755.58,410.24,410.26,1865.35,1865.41,18280.09,18280.71,386.4,386.41,406.91,406.92
1445795713,35620.54,35641.17,293.56,293.73,37732.44,409.99,410.23,1864.21,1865.29,18268.89,18279.47,386.16,386.39,406.66,406.89
1445796617,35665.44,35700.63,293.93,294.22,37780,410.51,410.91,1866.56,1868.4,18291.91,18309.96,386.65,387.03,407.17,407.57
1445797521,35703.05,35756.44,294.24,294.68,37819.84,410.94,411.56,1868.52,1871.32,18311.21,18338.59,387.06,387.64,407.6,408.21
1445798425,35676.36,35680,294.02,294.05,37791.57,410.63,410.68,1867.13,1867.32,18297.51,18299.38,386.77,386.81,407.29,407.34
1445799330,35538.03,35551.38,292.88,292.99,37645.04,409.04,409.2,1859.89,1860.59,18226.57,18233.42,385.27,385.41,405.71,405.87
1445800235,35542.88,35545.31,292.92,292.94,37650.18,409.1,409.13,1860.14,1860.27,18229.06,18230.3,385.32,385.35,405.77,405.8
1445801139,35604.77,35626.61,293.43,293.61,37715.73,409.81,410.06,1863.38,1864.52,18260.8,18272,385.99,386.23,406.48,406.73
1445802043,35559.87,35575.65,293.06,293.19,37668.17,409.29,409.47,1861.03,1861.86,18237.77,18245.86,385.51,385.68,405.96,406.14
1445802947,35621.75,35670.29,293.57,293.97,37733.73,410.01,410.56,1864.27,1866.81,18269.51,18294.4,386.18,386.7,406.67,407.22
1445803851,35127.9,35129.11,289.5,289.51,37210.59,404.32,404.34,1838.42,1838.49,18016.22,18016.85,380.82,380.84,401.03,401.05
1445804755,35127.9,35129.11,289.5,289.51,37210.59,404.32,404.34,1838.42,1838.49,18016.22,18016.85,380.82,380.84,401.03,401.05
1445805659,35133.97,35161.88,289.55,289.78,37217.02,404.39,404.71,1838.74,1840.2,18019.34,18033.65,380.89,381.19,401.1,401.42
1445806563,35193.42,35244.39,290.04,290.46,37280,405.08,405.66,1841.85,1844.52,18049.83,18075.97,381.53,382.09,401.78,402.36
1445807467,35123.05,35160.66,289.46,289.77,37205.45,404.27,404.7,1838.17,1840.14,18013.74,18033.03,380.77,381.18,400.98,401.41
1445808372,34249.4,34337.98,282.26,282.99,36280.01,394.21,395.23,1792.45,1797.08,17565.66,17611.09,371.3,372.26,391,392.01
1445809276,34665.6,34733.55,285.69,286.25,36720.88,399,399.78,1814.23,1817.78,17779.12,17813.97,375.81,376.55,395.75,396.53
1445810180,34762.67,34796.64,286.49,286.77,36823.71,400.12,400.51,1819.31,1821.09,17828.91,17846.33,376.86,377.23,396.86,397.25
1445811084,34760.24,34892.5,286.47,287.56,36821.13,400.09,401.61,1819.18,1826.1,17827.66,17895.49,376.84,378.27,396.84,398.35
1445811989,34837.9,34839.11,287.11,287.12,36903.4,400.98,401,1823.25,1823.31,17867.49,17868.11,377.68,377.69,397.72,397.74
1445812893,34894.93,34945.89,287.58,288,36963.81,401.64,402.23,1826.23,1828.9,17896.74,17922.88,378.3,378.85,398.37,398.95
1445813798,34902.21,35030.83,287.64,288.7,36971.52,401.72,403.2,1826.61,1833.34,17900.47,17966.44,378.38,379.77,398.46,399.92
1445814702,34909.49,35001.71,287.7,288.46,36979.23,401.81,402.87,1826.99,1831.82,17904.21,17951.5,378.46,379.46,398.54,399.59
1445815606,34977.44,35045.39,288.26,288.82,37051.21,402.59,403.37,1830.55,1834.11,17939.06,17973.91,379.19,379.93,399.31,400.09
1445816510,34651.04,34655.89,285.57,285.61,36705.45,398.83,398.89,1813.47,1813.72,17771.65,17774.14,375.65,375.71,395.59,395.64
1445817415,34361.03,34421.7,283.18,283.68,36398.26,395.49,396.19,1798.29,1801.46,17622.92,17654.03,372.51,373.17,392.28,392.97
1445818319,34560.03,34562.46,284.82,284.84,36609.05,397.79,397.81,1808.7,1808.83,17724.98,17726.22,374.67,374.69,394.55,394.58
1445819223,34528.48,34575.8,284.56,284.95,36575.63,397.42,397.97,1807.05,1809.53,17708.8,17733.07,374.33,374.84,394.19,394.73
1445820127,34419.28,34493.29,283.66,284.27,36459.95,396.16,397.02,1801.34,1805.21,17652.79,17690.75,373.14,373.94,392.94,393.79
1445821031,34500.57,34544.26,284.33,284.69,36546.07,397.1,397.6,1805.59,1807.88,17694.48,17716.89,374.02,374.5,393.87,394.37
1445821936,34496.93,34566.1,284.3,284.87,36542.22,397.06,397.85,1805.4,1809.02,17692.62,17728.09,373.98,374.73,393.83,394.62
1445822840,34585.51,34592.79,285.03,285.09,36636.05,398.08,398.16,1810.04,1810.42,17738.05,17741.78,374.94,375.02,394.84,394.92
1445823744,34583.08,34585.51,285.01,285.03,36633.48,398.05,398.08,1809.91,1810.04,17736.8,17738.05,374.92,374.94,394.81,394.84
1445824649,34698.36,34703.21,285.96,286,36755.58,399.38,399.43,1815.94,1816.2,17795.92,17798.41,376.17,376.22,396.13,396.18
1445825553,34428.98,34445.97,283.74,283.88,36470.24,396.28,396.47,1801.85,1802.73,17657.77,17666.48,373.25,373.43,393.05,393.25
1445826457,34390.15,34431.41,283.42,283.76,36429.11,395.83,396.3,1799.81,1801.97,17637.85,17659.01,372.83,373.27,392.61,393.08
1445827361,34477.52,34533.34,284.14,284.6,36521.65,396.84,397.48,1804.39,1807.31,17682.66,17711.29,373.77,374.38,393.61,394.24
1445828266,34462.96,34517.56,284.02,284.47,36506.23,396.67,397.3,1803.62,1806.48,17675.19,17703.2,373.61,374.21,393.44,394.06
1445829170,34367.1,34511.49,283.23,284.42,36404.68,395.56,397.23,1798.61,1806.16,17626.03,17700.09,372.58,374.14,392.35,394
1445830074,34340.41,34456.89,283.01,283.97,36376.41,395.26,396.6,1797.21,1803.31,17612.34,17672.08,372.29,373.55,392.04,393.37
1445830977,34476.31,34566.1,284.13,284.87,36520.37,396.82,397.85,1804.32,1809.02,17682.04,17728.09,373.76,374.73,393.59,394.62
1445831882,34462.96,34535.76,284.02,284.62,36506.23,396.67,397.51,1803.62,1807.43,17675.19,17712.53,373.61,374.4,393.44,394.27
1445832786,34385.3,34441.12,283.38,283.84,36423.96,395.77,396.42,1799.56,1802.48,17635.36,17663.99,372.77,373.38,392.55,393.19
1445833691,34277.31,34408.36,282.49,283.57,36309.57,394.53,396.04,1793.91,1800.77,17579.98,17647.19,371.6,373.02,391.32,392.82
1445834595,33993.37,34113.5,280.15,281.14,36008.8,391.26,392.65,1779.05,1785.33,17434.35,17495.96,368.52,369.83,388.08,389.45
1445835499,33960.61,34032.2,279.88,280.47,35974.1,390.89,391.71,1777.33,1781.08,17417.55,17454.27,368.17,368.95,387.71,388.52
1445836404,34073.46,34183.88,280.81,281.72,36093.63,392.18,393.46,1783.24,1789.02,17475.43,17532.06,369.39,370.59,388.99,390.26
1445837308,34193.58,34295.51,281.8,282.64,36220.88,393.57,394.74,1789.53,1794.86,17537.04,17589.31,370.69,371.8,390.37,391.53
1445838213,34160.82,34244.55,281.53,282.22,36186.18,393.19,394.15,1787.81,1792.19,17520.23,17563.17,370.34,371.25,389.99,390.95
1445839117,34177.81,34279.74,281.67,282.51,36204.17,393.39,394.56,1788.7,1794.03,17528.95,17581.22,370.52,371.63,390.19,391.35
1445840021,34198.44,34265.17,281.84,282.39,36226.02,393.62,394.39,1789.78,1793.27,17539.53,17573.75,370.75,371.47,390.42,391.18
1445840925,34270.03,34337.98,282.43,282.99,36301.86,394.45,395.23,1793.53,1797.08,17576.24,17611.09,371.52,372.26,391.24,392.01
1445841830,34296.72,34369.53,282.65,283.25,36330.13,394.75,395.59,1794.92,1798.73,17589.93,17627.27,371.81,372.6,391.54,392.37
1445842734,34302.79,34363.46,282.7,283.2,36336.56,394.82,395.52,1795.24,1798.42,17593.05,17624.16,371.88,372.54,391.61,392.31
1445843638,34160.82,34260.32,281.53,282.35,36186.18,393.19,394.34,1787.81,1793.02,17520.23,17571.26,370.34,371.42,389.99,391.13
1445844543,34222.71,34248.19,282.04,282.25,36251.73,393.9,394.2,1791.05,1792.38,17551.97,17565.04,371.01,371.29,390.7,390.99
1445845447,34428.98,34521.2,283.74,284.5,36470.24,396.28,397.34,1801.85,1806.67,17657.77,17705.06,373.25,374.25,393.05,394.11
1445846352,34473.88,34506.64,284.11,284.38,36517.79,396.79,397.17,1804.2,1805.91,17680.79,17697.6,373.73,374.09,393.57,393.94
1445847256,34425.34,34452.04,283.71,283.93,36466.38,396.23,396.54,1801.65,1803.05,17655.9,17669.59,373.21,373.5,393.01,393.32
1445848160,34500.57,34566.1,284.33,284.87,36546.07,397.1,397.85,1805.59,1809.02,17694.48,17728.09,374.02,374.73,393.87,394.62
1445849065,34490.87,34493.29,284.25,284.27,36535.79,396.99,397.02,1805.08,1805.21,17689.51,17690.75,373.92,373.94,393.76,393.79
1445849969,34413.21,34482.37,283.61,284.18,36453.53,396.1,396.89,1801.02,1804.64,17649.68,17685.15,373.08,373.83,392.87,393.66
1445850873,34484.8,34516.35,284.2,284.46,36529.36,396.92,397.28,1804.77,1806.42,17686.39,17702.57,373.85,374.19,393.69,394.05
1445851778,34350.11,34381.66,283.09,283.35,36386.69,395.37,395.73,1797.72,1799.37,17617.32,17633.5,372.39,372.73,392.15,392.51
1445852682,34357.39,34419.28,283.15,283.66,36394.4,395.45,396.16,1798.1,1801.34,17621.05,17652.79,372.47,373.14,392.24,392.94
1445853588,34424.13,34462.96,283.7,284.02,36465.1,396.22,396.67,1801.59,1803.62,17655.28,17675.19,373.19,373.61,393,393.44
1445854493,34359.82,34419.28,283.17,283.66,36396.97,395.48,396.16,1798.23,1801.34,17622.29,17652.79,372.5,373.14,392.26,392.94
1445855398,34375.59,34437.48,283.3,283.81,36413.68,395.66,396.37,1799.05,1802.29,17630.39,17662.12,372.67,373.34,392.44,393.15
1445856302,34373.17,34443.54,283.28,283.86,36411.11,395.63,396.44,1798.92,1802.61,17629.14,17665.24,372.64,373.4,392.42,393.22
1445857207,34376.81,34418.06,283.31,283.65,36414.97,395.68,396.15,1799.11,1801.27,17631.01,17652.17,372.68,373.13,392.46,392.93
1445858114,34441.12,34465.39,283.84,284.04,36483.09,396.42,396.7,1802.48,1803.75,17663.99,17676.44,373.38,373.64,393.19,393.47
1445859018,34447.18,34477.52,283.89,284.14,36489.52,396.49,396.84,1802.8,1804.39,17667.1,17682.66,373.44,373.77,393.26,393.61
1445859923,34581.87,34587.94,285,285.05,36632.19,398.04,398.11,1809.85,1810.16,17736.18,17739.29,374.9,374.97,394.8,394.87
1445860827,34586.73,34594.01,285.04,285.1,36637.33,398.09,398.18,1810.1,1810.48,17738.67,17742.4,374.96,375.04,394.85,394.94
1445861732,34581.87,34591.58,285,285.08,36632.19,398.04,398.15,1809.85,1810.35,17736.18,17741.16,374.9,375.01,394.8,394.91
1445904310,34706.58,34747.75,286.61,286.95,36780.09,399.4,399.88,1820.15,1822.3,18004.99,18026.35,377.24,377.69,395.47,395.94
1445905214,34688.42,34748.96,286.46,286.96,36760.84,399.19,399.89,1819.19,1822.37,17995.57,18026.98,377.05,377.7,395.27,395.96
1445906119,34770.76,34807.09,287.14,287.44,36848.1,400.14,400.56,1823.51,1825.42,18038.28,18057.13,377.94,378.34,396.2,396.62
1445907032,35010.52,35117.09,289.12,290,37102.19,402.9,404.13,1836.09,1841.67,18162.67,18217.95,380.55,381.71,398.94,400.15
1445907937,35284.19,35400.44,291.38,292.34,37392.21,406.05,407.39,1850.44,1856.53,18304.64,18364.95,383.52,384.79,402.05,403.38
1445908841,35180.05,35259.98,290.52,291.18,37281.85,404.85,405.77,1844.98,1849.17,18250.62,18292.08,382.39,383.26,400.87,401.78
1445909746,35142.52,35204.27,290.21,290.72,37242.07,404.42,405.13,1843.01,1846.25,18231.14,18263.18,381.98,382.65,400.44,401.14
1445910651,35238.18,35256.34,291,291.15,37343.45,405.52,405.73,1848.02,1848.98,18280.77,18290.19,383.02,383.22,401.53,401.74
1445911555,35180.05,35211.54,290.52,290.78,37281.85,404.85,405.21,1844.98,1846.63,18250.62,18266.95,382.39,382.73,400.87,401.23
1445912460,35184.9,35230.91,290.56,290.94,37286.98,404.91,405.44,1845.23,1847.64,18253.13,18277,382.44,382.94,400.92,401.45
1445913365,35229.7,35238.18,290.93,291,37334.47,405.42,405.52,1847.58,1848.02,18276.37,18280.77,382.93,383.02,401.43,401.53
1445914270,35435.56,35444.04,292.63,292.7,37552.62,407.79,407.89,1858.38,1858.82,18383.17,18387.57,385.17,385.26,403.78,403.88
1445915174,35361.69,35381.07,292.02,292.18,37474.34,406.94,407.17,1854.5,1855.52,18344.85,18354.9,384.36,384.58,402.94,403.16
1445916079,35270.87,35295.09,291.27,291.47,37378.1,405.9,406.18,1849.74,1851.01,18297.73,18310.3,383.38,383.64,401.9,402.18
1445916984,35253.92,35298.73,291.13,291.5,37360.13,405.7,406.22,1848.85,1851.2,18288.94,18312.18,383.19,383.68,401.71,402.22
1445917889,35014.16,35120.72,289.15,290.03,37106.04,402.94,404.17,1836.28,1841.86,18164.55,18219.84,380.59,381.75,398.98,400.19
1445918793,34824.04,34882.16,287.58,288.06,36904.57,400.76,401.42,1826.31,1829.35,18065.93,18096.08,378.52,379.15,396.81,397.47
1445919698,34753.81,34801.03,287,287.39,36830.14,399.95,400.49,1822.62,1825.1,18029.49,18053.99,377.76,378.27,396.01,396.55
1445920603,34847.05,34859.16,287.77,287.87,36928.95,401.02,401.16,1827.51,1828.15,18077.86,18084.14,378.77,378.9,397.07,397.21
1445921508,34814.35,34914.86,287.5,288.33,36894.3,400.64,401.8,1825.8,1831.07,18060.9,18113.04,378.42,379.51,396.7,397.85
1445922413,34941.5,35065.02,288.55,289.57,37029.04,402.11,403.53,1832.47,1838.94,18126.86,18190.94,379.8,381.14,398.15,399.56
1445923318,34971.77,34972.98,288.8,288.81,37061.13,402.46,402.47,1834.05,1834.12,18142.57,18143.19,380.13,380.14,398.49,398.51
1445924222,34877.32,34959.66,288.02,288.7,36961.03,401.37,402.32,1829.1,1833.42,18093.57,18136.28,379.1,379.99,397.42,398.36
1445925128,35029.9,35065.02,289.28,289.57,37122.72,403.12,403.53,1837.1,1838.94,18172.72,18190.94,380.76,381.14,399.16,399.56
1445926032,35215.17,35240.6,290.81,291.02,37319.07,405.26,405.55,1846.82,1848.15,18268.84,18282.03,382.77,383.05,401.27,401.56
1445926937,35098.92,35220.02,289.85,290.85,37195.87,403.92,405.31,1840.72,1847.07,18208.53,18271.35,381.51,382.82,399.94,401.32
1445927842,35134.04,35207.91,290.14,290.75,37233.09,404.32,405.17,1842.56,1846.44,18226.75,18265.07,381.89,382.69,400.34,401.19
1445928747,35126.77,35150.99,290.08,290.28,37225.39,404.24,404.52,1842.18,1843.45,18222.98,18235.54,381.81,382.07,400.26,400.54
1445929651,35014.16,35108.61,289.15,289.93,37106.04,402.94,404.03,1836.28,1841.23,18164.55,18213.55,380.59,381.61,398.98,400.05
1445930556,35134.04,35195.8,290.14,290.65,37233.09,404.32,405.03,1842.56,1845.8,18226.75,18258.78,381.89,382.56,400.34,401.05
1445931461,34920.91,34935.45,288.38,288.5,37007.23,401.87,402.04,1831.39,1832.15,18116.18,18123.72,379.57,379.73,397.92,398.08
1445932366,34951.19,35034.74,288.63,289.32,37039.31,402.22,403.18,1832.97,1837.36,18131.89,18175.23,379.9,380.81,398.26,399.21
1445933270,34822.83,34824.04,287.57,287.58,36903.28,400.74,400.76,1826.24,1826.31,18065.3,18065.93,378.51,378.52,396.8,396.81
1445934175,35067.44,35117.09,289.59,290,37162.51,403.56,404.13,1839.07,1841.67,18192.19,18217.95,381.17,381.71,399.58,400.15
1445935080,35125.56,35146.15,290.07,290.24,37224.1,404.23,404.46,1842.12,1843.2,18222.35,18233.03,381.8,382.02,400.25,400.48
1445935984,35040.8,35112.24,289.37,289.96,37134.27,403.25,404.07,1837.67,1841.42,18178.37,18215.44,380.88,381.65,399.28,400.1
1445936889,35043.22,35085.6,289.39,289.74,37136.84,403.28,403.77,1837.8,1840.02,18179.63,18201.62,380.9,381.36,399.31,399.79
1445937794,35079.55,35113.45,289.69,289.97,37175.34,403.7,404.09,1839.71,1841.48,18198.48,18216.07,381.3,381.67,399.72,400.11
1445938699,35025.06,35107.4,289.24,289.92,37117.59,403.07,404.02,1836.85,1841.17,18170.21,18212.93,380.71,381.6,399.1,400.04
1445939604,35004.47,35113.45,289.07,289.97,37095.77,402.83,404.09,1835.77,1841.48,18159.53,18216.07,380.48,381.67,398.87,400.11
1445940509,34992.36,35049.27,288.97,289.44,37082.94,402.69,403.35,1835.13,1838.12,18153.25,18182.77,380.35,380.97,398.73,399.38
1445941414,35003.26,35113.45,289.06,289.97,37094.49,402.82,404.09,1835.7,1841.48,18158.9,18216.07,380.47,381.67,398.85,400.11
1445942319,35043.22,35134.04,289.39,290.14,37136.84,403.28,404.32,1837.8,1842.56,18179.63,18226.75,380.9,381.89,399.31,400.34
1445943224,35125.56,35163.1,290.07,290.38,37224.1,404.23,404.66,1842.12,1844.09,18222.35,18241.82,381.8,382.21,400.25,400.67
1445944130,35077.13,35153.41,289.67,290.3,37172.77,403.67,404.55,1839.58,1843.58,18197.22,18236.8,381.27,382.1,399.7,400.56
1445945034,35141.3,35148.57,290.2,290.26,37240.79,404.41,404.49,1842.94,1843.33,18230.51,18234.28,381.97,382.05,400.43,400.51
1445945939,35097.71,35132.83,289.84,290.13,37194.59,403.9,404.31,1840.66,1842.5,18207.9,18226.12,381.5,381.88,399.93,400.33
1445946844,35149.78,35282.98,290.27,291.37,37249.77,404.5,406.04,1843.39,1850.37,18234.91,18304.01,382.06,383.51,400.52,402.04
1445947749,35190.95,35270.87,290.61,291.27,37293.4,404.98,405.9,1845.55,1849.74,18256.27,18297.73,382.51,383.38,400.99,401.9
1445948654,35150.99,35161.89,290.28,290.37,37251.05,404.52,404.64,1843.45,1844.02,18235.54,18241.19,382.07,382.19,400.54,400.66
1445949559,35153.41,35182.48,290.3,290.54,37253.62,404.55,404.88,1843.58,1845.1,18236.8,18251.87,382.1,382.42,400.56,400.9
1445950465,35361.69,35365.33,292.02,292.05,37474.34,406.94,406.98,1854.5,1854.69,18344.85,18346.73,384.36,384.4,402.94,402.98
1445951369,35641.42,35692.28,294.33,294.75,37770.78,410.16,410.75,1869.17,1871.84,18489.96,18516.35,387.41,387.96,406.13,406.7
1445952274,35446.16,35459.41,294.19,294.3,37785.76,409.87,410.02,1869,1869.7,18861.87,18868.92,387.77,387.91,406.41,406.56
1445953179,35402.78,35494.35,293.83,294.59,37739.52,409.37,410.43,1866.71,1871.54,18838.78,18887.51,387.3,388.3,405.91,406.96
1445954087,35493.15,35557.01,294.58,295.11,37835.85,410.41,411.15,1871.48,1874.85,18886.87,18920.85,388.28,388.98,406.95,407.68
1445954992,35495.56,35528.09,294.6,294.87,37838.42,410.44,410.82,1871.61,1873.32,18888.15,18905.46,388.31,388.67,406.98,407.35
1445955897,35622.9,35647,295.72,295.92,38011.55,412.64,412.92,1878.9,1880.17,19004.63,19017.49,390.68,390.95,408.84,409.11
1445956801,35907.19,35954.17,298.08,298.47,38314.91,415.93,416.48,1893.89,1896.37,19156.3,19181.36,393.8,394.32,412.1,412.64
1445957711,35536.17,35537.38,295,295.01,37919,411.63,411.65,1874.32,1874.38,18958.36,18959,389.73,389.74,407.84,407.85
1445958616,35481.96,35513.28,294.55,294.81,37861.16,411.01,411.37,1871.46,1873.11,18929.44,18946.15,389.14,389.48,407.22,407.58
1445959522,35549.42,35638.56,295.11,295.85,37933.14,411.79,412.82,1875.02,1879.72,18965.43,19012.99,389.88,390.85,407.99,409.02
1445960427,35535.29,35552.16,294.99,295.13,37938.66,410.01,410.2,1865.03,1865.92,18973.27,18982.28,390.03,390.21,408.47,408.67
1445961333,35503.97,35529.27,294.73,294.94,37905.23,409.65,409.94,1863.39,1864.72,18956.55,18970.06,389.69,389.96,408.11,408.4
1445962238,35491.93,35565.41,294.63,295.24,37892.36,409.51,410.36,1862.76,1866.61,18950.12,18989.35,389.55,390.36,407.97,408.82
1445963143,35593.11,35670.21,295.47,296.11,38000.4,410.68,411.56,1868.07,1872.11,19004.15,19045.31,390.66,391.51,409.14,410.02
1445964048,35634.07,35635.28,295.81,295.82,38044.12,411.15,411.16,1870.22,1870.28,19026.01,19026.66,391.11,391.13,409.61,409.62
