@relation mail

@attribute time real
@attribute html real
@attribute text real
@attribute nonmultipart real
@attribute multipart_text real
@attribute multipart_nontext real
@attribute url real
@attribute urlper real
@attribute spam_word real
@attribute spam_f real
@attribute nonspam real
@attribute spam real

@data
1255446000,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,3,0
1255532400,1,3,2,2,0,52,0.19996436,0.03421848,16.22216524,3,1
1255618800,0,4,2,2,0,52,0.19996436,0.03421848,16.22216524,2,2
1255705200,0,3,1,2,0,39,0.14997327,0.02566386,12.16662393,1,2
1255791600,0,1,0,1,0,13,0.04999109,0.00855462,4.05554131,0,1
1255878000,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,1,0
1255964400,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,1,0
1256050800,0,4,4,0,0,52,0.19996436,0.03421848,16.22216524,3,1
1256137200,1,4,4,1,0,65,0.24995545,0.0427731,20.27770655,3,2
1256223600,1,5,4,2,0,78,0.29994654,0.05132772,24.33324786,3,3
1256310000,0,5,3,2,0,65,0.24995545,0.0427731,20.27770655,3,2
1256396400,1,2,2,1,0,39,0.14997327,0.02566386,12.16662393,1,2
1256482800,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,0,1
1256569200,1,2,2,1,0,39,0.14997327,0.02566386,12.16662393,3,0
1256655600,0,4,4,0,0,52,0.19996436,0.03421848,16.22216524,3,1
1256742000,0,4,4,0,0,52,0.19996436,0.03421848,16.22216524,3,1
1256828400,2,5,5,2,0,91,0.34993763,0.05988234,28.38878917,5,2
1256914800,0,4,2,2,0,52,0.19996436,0.03421848,16.22216524,1,3
1257001200,0,2,2,0,0,26,0.09998218,0.01710924,8.11108262,1,1
1257087600,0,4,4,0,0,52,0.19996436,0.03421848,16.22216524,3,1
1257174000,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,1,0
1257260400,0,3,2,1,0,39,0.14997327,0.02566386,12.16662393,1,2
1257346800,0,8,6,2,0,104,0.39992872,0.06843696,32.44433048,5,3
1257433200,1,5,5,1,0,78,0.29994654,0.05132772,24.33324786,3,3
1257519600,1,3,3,1,0,52,0.19996436,0.03421848,16.22216524,2,2
1257606000,1,1,2,0,0,26,0.09998218,0.01710924,8.11108262,1,1
1257692400,0,3,1,2,0,39,0.14997327,0.02566386,12.16662393,0,3
1257778800,3,4,4,3,0,91,0.34993763,0.05988234,28.38878917,3,4
1257865200,0,5,5,0,0,65,0.24995545,0.0427731,20.27770655,4,1
1257951600,0,6,5,1,0,78,0.29994654,0.05132772,24.33324786,5,1
1258038000,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,2,1
1258124400,1,4,3,2,0,65,0.24995545,0.0427731,20.27770655,3,2
1258210800,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,0,1
1258297200,0,6,3,3,0,78,0.29994654,0.05132772,24.33324786,1,5
1258383600,0,8,3,5,0,104,0.39992872,0.06843696,32.44433048,2,6
1258470000,0,9,6,3,0,117,0.44991981,0.07699158,36.49987179,2,7
1258556400,0,7,6,1,0,91,0.34993763,0.05988234,28.38878917,3,4
1258642800,2,4,3,3,0,78,0.29994654,0.05132772,24.33324786,4,2
1258729200,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,2,1
1258815600,0,2,1,1,0,26,0.09998218,0.01710924,8.11108262,0,2
1258902000,0,1,1,0,0,13,0.04999109,0.00855462,4.05554131,0,1
1258988400,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,1,2
1259074800,0,4,4,0,0,52,0.19996436,0.03421848,16.22216524,4,0
1259161200,0,6,6,0,0,78,0.29994654,0.05132772,24.33324786,5,1
1259247600,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,2,1
1259334000,1,5,4,2,0,78,0.29994654,0.05132772,24.33324786,3,3
1259420400,1,0,0,1,0,13,0.04999109,0.00855462,4.05554131,1,0
1259506800,0,3,3,0,0,39,0.14997327,0.02566386,12.16662393,0,3
1259593200,1,4,3,2,0,65,0.24995545,0.0427731,20.27770655,2,3
1259679600,0,12,10,2,0,156,0.59989308,0.10265544,48.66649572,9,3
1259766000,1,8,8,1,0,117,0.44991981,0.07699158,36.49987179,9,0
1259852400,2,12,9,5,0,182,0.69987526,0.11976468,56.77757834,10,4
1259938800,3,6,4,5,0,117,0.44991981,0.07699158,36.49987179,6,3
1260025200,0,3,2,1,0,39,0.14997327,0.02566386,12.16662393,1,2
1260111600,0,5,2,3,0,65,0.24995545,0.0427731,20.27770655,1,4
