@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40922,1254985066,0,20019,30622,text,multipart_text,2,0.03727317,0.18979892,16.01705147,spam
40582,1255033793,0,21532,30203,text,multipart_text,3,0.04022491,0.11288927,7.82015601,spam
41465,1255071039,4,22297,30207,text,multipart_text,6,0.03307087,0.14078740,39.36623417,spam
40212,1255100400,0,21651,30571,text,multipart_text,2,0.01667064,0.18147178,25.41472306,spam
41564,1255100400,4,21532,30355,text,multipart_text,3,0.04027718,0.11303595,7.82015601,spam
40942,1255126252,13,21690,30593,HTML,multipart_text,2,0.03168590,0.02944722,9.36066795,spam
41562,1255146770,4,22297,30277,text,multipart_text,6,0.02937924,0.14120992,39.36623417,spam
40220,1255186800,4,21423,30577,text,multipart_text,2,0.01845556,0.12603205,21.54756772,spam
41925,1255197301,15,21214,31261,text,non-multipart,49,0.16353230,0.05641864,23.40645212,non-spam
41913,1255237782,14,21360,31258,text,non-multipart,7,0.04267508,0.07225535,18.05691662,non-spam
40008,1255243907,16,20962,30954,text,non-multipart,7,0.03793584,0.07071130,14.96456431,non-spam
40084,1255359600,9,20220,30526,text,non-multipart,9,0.09135083,0.00000000,0.00000000,non-spam
41897,1255380261,0,20319,30960,text,non-multipart,8,0.12112036,0.10560182,6.76178903,non-spam
41924,1255405285,14,20938,30754,text,non-multipart,32,0.13466123,0.11212797,48.38783270,non-spam
40217,1255429363,4,21671,30182,text,multipart_text,2,0.02249357,0.06844473,9.08670769,spam
40098,1255446000,10,21919,30423,HTML,multipart_text,30,0.18698450,0.05492613,16.38312885,non-spam
40238,1255477179,0,20611,30125,text,multipart_text,1,0.01634409,0.15096774,15.85198542,spam
41941,1255488991,10,21003,30896,text,non-multipart,12,0.06770595,0.09445209,16.16557563,non-spam
40631,1255507810,0,21572,30189,text,multipart_text,3,0.03497668,0.09393738,14.37156521,spam
41925,1255521082,15,21215,31261,text,non-multipart,37,0.15555961,0.07668432,26.44827721,non-spam
41338,1255590227,4,21609,30410,text,multipart_text,2,0.01588929,0.16299334,24.96570107,spam
40050,1255596878,0,20837,30449,text,non-multipart,5,0.09909522,0.12408445,7.56536396,non-spam
41703,1255618800,4,22333,30227,text,multipart_text,4,0.02478315,0.10515135,17.44780683,spam
40239,1255638622,0,21502,30552,text,multipart_text,3,0.03137138,0.06543173,7.98283094,spam
41930,1255657517,12,20214,30106,text,non-multipart,10,0.04321950,0.06164092,12.14464349,non-spam
40101,1255678908,10,20387,30423,text,non-multipart,10,0.11368313,0.10339506,19.22939124,non-spam
41903,1255705200,8,21681,30886,text,non-multipart,26,0.12420883,0.06868070,40.33162165,non-spam
40081,1255753951,0,20375,30878,text,non-multipart,7,0.07243533,0.11186441,18.13574536,non-spam
40284,1255863778,3,21945,30814,text,non-multipart,6,0.01724610,0.09033671,27.04648975,spam
41925,1255944949,15,21216,31261,text,non-multipart,43,0.15625510,0.06214321,26.28125122,non-spam
41909,1256011200,15,21165,30791,text,non-multipart,15,0.06730295,0.14168175,49.23472228,non-spam
40044,1256022614,0,20727,30449,HTML,non-multipart,20,0.04349027,0.00800773,6.23303673,non-spam
40462,1256037856,3,21857,30742,text,non-multipart,4,0.07258065,0.23387097,17.14095880,spam
41070,1256069467,4,22205,30321,text,multipart_text,3,0.02010811,0.07848649,15.35263220,spam
41926,1256094719,15,21217,31261,text,non-multipart,43,0.15751063,0.05798380,21.14970013,non-spam
41903,1256116916,8,22107,30886,text,non-multipart,23,0.11221761,0.06652835,36.83901062,non-spam
40989,1256127265,3,21396,30866,text,non-multipart,2,0.14426230,0.33442623,3.88263886,spam
41933,1256137200,12,20215,30106,text,non-multipart,11,0.05176825,0.06275395,12.74046490,non-spam
40770,1256155209,3,22328,30742,text,non-multipart,2,0.06032483,0.10092807,2.73803457,spam
40201,1256175900,0,21887,30413,text,multipart_text,2,0.02021440,0.10015314,16.98024382,spam
40043,1256178526,0,20277,30215,HTML,multipart_text,169,0.12963681,0.03934213,68.94324017,non-spam
41923,1256209374,14,21395,30836,text,non-multipart,9,0.04760862,0.17401773,46.27219631,non-spam
40083,1256213929,0,21514,30788,text,non-multipart,4,0.07615894,0.14900662,8.91576183,non-spam
40078,1256223600,19,21711,30855,text,non-multipart,63,0.18039297,0.03651178,18.07651601,non-spam
40586,1256234394,0,21939,30503,text,multipart_text,4,0.05388761,0.18822171,24.28230959,spam
40884,1256265064,10,22260,30027,text,multipart_text,2,0.01365188,0.14270478,30.37638666,spam
40054,1256288543,0,22151,30449,HTML,non-multipart,12,0.12433755,0.03546678,4.80185018,non-spam
40458,1256304524,3,21037,30720,text,non-multipart,5,0.03849638,0.22690217,25.61981106,spam
41355,1256310000,0,20019,30518,text,multipart_text,2,0.03727317,0.18979892,16.01705147,spam
40110,1256323101,3,22196,30720,text,non-multipart,3,0.04215457,0.31334895,26.18737015,spam
41921,1256347894,14,21149,30707,text,non-multipart,7,0.04135002,0.07007152,19.10199522,non-spam
41849,1256389990,0,20156,30534,HTML,multipart_text,211,0.30773916,0.00000000,0.00000000,non-spam
41925,1256424280,15,21218,31261,text,non-multipart,44,0.16211576,0.05616416,21.27513622,non-spam
41579,1256474058,0,21459,30416,text,multipart_text,2,0.00881543,0.06487603,24.72439340,spam
41909,1256532755,15,22254,30787,text,non-multipart,68,0.18931015,0.05046556,29.60660107,non-spam
41902,1256569200,19,21002,30363,text,non-multipart,4,0.06366723,0.11714771,9.44298538,non-spam
40265,1256588442,3,22360,30720,text,non-multipart,2,0.04438467,0.23402824,16.32519305,spam
41926,1256590637,15,21219,31261,text,non-multipart,39,0.15364424,0.05223554,19.35286739,non-spam
41697,1256609470,4,22172,30197,text,multipart_text,2,0.01347533,0.09389263,22.64709341,spam
41941,1256625798,10,21043,30896,text,non-multipart,13,0.06744592,0.08988311,16.57324291,non-spam
40049,1256638753,0,22382,30449,text,non-multipart,5,0.10752688,0.15287518,8.19254439,non-spam
40111,1256674213,3,21326,30720,text,non-multipart,3,0.03005566,0.15918367,21.67123986,spam
41906,1256686767,0,20627,30871,text,non-multipart,25,0.14343135,0.09932304,28.73987692,non-spam
40100,1256702370,10,21976,30423,text,non-multipart,9,0.13009923,0.10650496,13.74701109,non-spam
40060,1256717345,3,20133,30872,HTML,non-multipart,22,0.18477320,0.05561735,13.00811415,non-spam
40266,1256729080,3,20500,30720,text,non-multipart,5,0.03849638,0.22690217,25.61981106,spam
40041,1256769201,0,20278,30215,HTML,multipart_text,158,0.12793391,0.03970195,72.64685822,non-spam
40084,1256792857,9,22382,30379,text,non-multipart,3,0.07302452,0.00000000,0.00000000,non-spam
41925,1256804414,15,21220,31261,text,non-multipart,42,0.15679907,0.05770672,26.31978362,non-spam
41808,1256821328,0,22173,30412,text,multipart_text,1,0.03179191,0.09826590,5.01634589,spam
41902,1256825741,19,21116,30363,text,non-multipart,23,0.19346649,0.08073798,16.58696249,non-spam
40266,1256828400,3,21859,30720,text,non-multipart,3,0.02593947,0.28333888,52.18388146,spam
41216,1256847698,12,21423,30583,text,multipart_text,2,0.01845556,0.12603205,21.54756772,spam
41356,1256850730,4,21348,30339,text,multipart_text,3,0.02544460,0.06238030,9.31994042,spam
40050,1256891597,0,20805,30449,text,non-multipart,5,0.11431412,0.11481113,6.13264866,non-spam
40653,1256904923,3,21061,30720,text,non-multipart,1,0.03720238,0.42857143,11.15248324,spam
40058,1256914800,0,22382,30449,text,non-multipart,5,0.11121857,0.13056093,6.80490769,non-spam
40459,1256914800,3,21064,30720,text,non-multipart,2,0.03829787,0.26808511,13.97828388,spam
40063,1256969512,18,20449,30062,text,non-multipart,14,0.25047853,0.00000000,0.00000000,non-spam
41926,1257003373,15,21221,31261,text,non-multipart,46,0.16521739,0.05648185,24.04692094,non-spam
41902,1257038330,19,21579,30363,text,non-multipart,15,0.08032850,0.09931990,24.49139587,non-spam
40112,1257076404,3,21760,30720,text,non-multipart,3,0.02416697,0.10875137,11.52487162,spam
40460,1257087600,3,21309,30720,text,non-multipart,1,0.03506311,0.37868163,9.94080985,spam
40901,1257107872,4,21887,30125,text,multipart_text,2,0.02017732,0.09996943,16.98024382,spam
41926,1257134834,15,21222,31261,text,non-multipart,45,0.16490572,0.05681079,25.27078515,non-spam
41897,1257163516,0,20458,30960,text,non-multipart,9,0.12806830,0.10245464,7.22041472,non-spam
41903,1257253818,8,21471,30886,text,non-multipart,23,0.10695610,0.06129982,35.12014425,non-spam
41563,1257260400,4,21423,30199,text,multipart_text,2,0.01842871,0.12584869,21.54756772,spam
41482,1257280245,0,21887,30258,text,multipart_text,2,0.02021440,0.10015314,16.98024382,spam
40081,1257304308,0,21571,30537,text,non-multipart,21,0.25826972,0.05852417,8.35717926,non-spam
40461,1257307200,3,21326,30720,text,non-multipart,3,0.03424153,0.15795287,21.67123986,spam
41840,1257308496,0,22382,30534,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41828,1257320869,25,21301,31264,text,non-multipart,7,0.09292137,0.09545769,12.84195053,non-spam
40487,1257326958,12,21626,30006,text,non-multipart,5,0.13222331,0.27619980,11.89682882,spam
41902,1257336106,19,21916,30363,text,non-multipart,13,0.06860343,0.09625481,22.48833836,non-spam
41925,1257346800,15,21286,31261,text,non-multipart,25,0.13826736,0.06161790,16.65403159,non-spam
40461,1257348635,3,21063,30720,text,non-multipart,2,0.03172924,0.27128503,21.40511936,spam
40481,1257381719,3,21945,30724,text,non-multipart,6,0.01724610,0.09033671,27.04648975,spam
40043,1257385278,0,20279,30215,HTML,multipart_text,175,0.13571276,0.02857753,50.69860060,non-spam
41903,1257404367,8,20977,30886,text,non-multipart,23,0.10695610,0.06129982,35.12014425,non-spam
40806,1257413212,3,22167,31001,text,non-multipart,2,0.10500000,0.53250000,6.76178903,spam
40088,1257418872,16,21025,30880,HTML,multipart_text,53,0.21574136,0.05885154,34.69875740,non-spam
40458,1257436921,3,22326,30720,text,non-multipart,3,0.02732240,0.18418515,26.66492885,spam
40055,1257471000,0,22382,30449,HTML,non-multipart,14,0.12985572,0.02885683,4.17858963,non-spam
40957,1257485087,3,21398,30720,text,non-multipart,5,0.04285070,0.22598106,25.61981106,spam
41388,1257487491,12,20001,30719,text,non-multipart,2,0.13392857,0.31473214,7.24522755,spam
41798,1257510229,4,21610,30195,text,multipart_text,2,0.01586489,0.16274309,24.96570107,spam
40266,1257556378,3,21309,30720,text,non-multipart,1,0.03506311,0.37868163,9.94080985,spam
41677,1257596301,0,21939,30570,text,multipart_text,4,0.05380477,0.18793236,24.28230959,spam
41902,1257627870,19,20001,30363,text,non-multipart,6,0.08122801,0.13623281,13.85371016,non-spam
40763,1257647245,3,20163,30711,HTML,multipart_text,13,0.07618591,0.03617633,5.19034926,spam
41126,1257688087,3,20164,30712,HTML,multipart_text,13,0.07647908,0.03631554,5.19034926,spam
40069,1257692400,8,21947,30290,HTML,non-multipart,77,0.15829278,0.00279130,2.93598840,non-spam
40459,1257731164,3,21407,30720,text,non-multipart,2,0.04873294,0.10233918,4.32405629,spam
40081,1257749756,0,21638,30878,text,non-multipart,6,0.06608431,0.08887201,21.34373408,non-spam
41347,1257749837,0,20709,30244,text,multipart_text,3,0.01131364,0.10106851,38.40500176,spam
40083,1257760536,0,20023,30788,text,non-multipart,4,0.08950183,0.15198424,15.44627808,non-spam
41918,1257768821,15,22254,30787,text,non-multipart,88,0.19233720,0.04990109,34.58312101,non-spam
41920,1257784780,14,21139,30707,text,non-multipart,7,0.08430411,0.14530963,17.78448512,non-spam
41477,1257797895,4,20611,30154,text,multipart_text,1,0.01640052,0.15148899,15.85198542,spam
40111,1257814948,3,22203,30720,text,non-multipart,2,0.05289929,0.27161750,9.21171259,spam
41901,1257820069,11,21379,30394,text,non-multipart,26,0.13411835,0.10687556,35.70812591,non-spam
41897,1257838569,0,22356,30960,text,non-multipart,9,0.12944984,0.10032362,7.08713888,non-spam
41914,1257840487,14,21294,30732,text,non-multipart,7,0.05508355,0.08198811,17.00290071,non-spam
40081,1257858598,0,21847,30537,text,non-multipart,19,0.26734595,0.05676856,7.86131473,non-spam
40084,1257874141,9,21841,30378,text,non-multipart,4,0.05753618,0.06777268,7.64266395,non-spam
41080,1257902405,0,21532,30240,text,multipart_text,3,0.04041721,0.11342894,7.82015601,spam
41925,1257918418,15,21223,31261,text,non-multipart,37,0.16293260,0.05977691,21.28622947,non-spam
41921,1257935598,14,21533,30707,text,non-multipart,11,0.04527976,0.08569411,35.07788797,non-spam
40132,1257951600,3,21905,30724,text,non-multipart,7,0.01691989,0.09219613,53.34263651,spam
40979,1257951600,3,22080,30800,text,non-multipart,2,0.03350785,0.06910995,2.99870644,spam
40081,1257969827,0,20433,30878,text,non-multipart,9,0.09975158,0.13013568,22.22374662,non-spam
41896,1257997269,17,21355,30920,text,non-multipart,5,0.02439292,0.11141633,31.75688919,non-spam
41887,1258029624,0,21121,30066,HTML,multipart_text,4,0.02786514,0.00581438,4.59648779,non-spam
40267,1258029903,3,22063,30720,text,non-multipart,2,0.03691496,0.27290705,12.92034809,spam
41933,1258043285,12,20201,30106,text,non-multipart,3,0.07701564,0.10288809,6.08953001,non-spam
40867,1258079218,0,21331,31269,text,multipart_text,2,0.11252269,0.10889292,3.05750461,spam
40768,1258101900,3,21899,30720,text,non-multipart,2,0.03496974,0.27034297,15.43930069,spam
40112,1258116083,3,22203,30720,text,non-multipart,2,0.05482234,0.27106599,9.21171259,spam
41341,1258124437,4,20611,30344,text,multipart_text,1,0.01631602,0.15070846,15.85198542,spam
41574,1258132300,0,22297,30661,text,multipart_text,6,0.02933291,0.14098723,39.36623417,spam
41683,1258206683,0,21789,30253,text,multipart_text,2,0.02815622,0.12397820,11.63027714,spam
40481,1258295565,3,21905,30724,text,non-multipart,7,0.01691989,0.09219613,53.34263651,spam
40794,1258297200,3,22080,30800,text,non-multipart,2,0.03350785,0.06910995,2.99870644,spam
41925,1258297200,15,21224,31261,text,non-multipart,41,0.16520979,0.05270979,18.90055270,non-spam
40202,1258297200,6,21616,30618,text,multipart_text,2,0.05243446,0.12584270,4.23934773,spam
41902,1258300335,19,21005,30363,text,non-multipart,5,0.07868628,0.13547725,13.21237897,non-spam
40960,1258300410,3,21398,30720,text,non-multipart,5,0.03853128,0.22710789,25.61981106,spam
41473,1258315538,3,21610,30082,text,multipart_text,2,0.01586489,0.16274309,24.96570107,spam
41803,1258337865,0,21616,30086,text,multipart_text,2,0.05267118,0.12641084,4.23934773,spam
41349,1258347104,0,20709,30149,text,multipart_text,3,0.01131648,0.10109393,38.40500176,spam
40896,1258367707,0,21610,30473,text,multipart_text,2,0.01590559,0.16316060,24.96570107,spam
41926,1258383600,15,21225,31261,text,non-multipart,40,0.16147235,0.06042191,20.14119399,non-spam
40759,1258383600,3,22167,31001,text,non-multipart,2,0.10500000,0.53250000,6.76178903,spam
41914,1258383600,14,22382,31259,text,non-multipart,9,0.04098652,0.08250532,25.67606131,non-spam
40866,1258383600,6,22099,30950,text,multipart_text,2,0.01648936,0.13324468,25.11704755,spam
40776,1258403416,3,20321,30369,text,non-multipart,4,0.12347989,0.19083255,4.87675905,spam
40655,1258414449,3,21429,30720,text,non-multipart,2,0.07031250,0.37109375,12.14182118,spam
41076,1258428664,0,21436,30312,text,multipart_text,2,0.01514042,0.13479853,17.65904904,spam
41096,1258434048,6,22343,30963,text,multipart_text,2,0.04637248,0.17053104,13.28748383,spam
40135,1258459416,3,20321,30369,text,non-multipart,4,0.12347989,0.19083255,4.87675905,spam
41925,1258459473,15,21226,31261,text,non-multipart,41,0.16021959,0.05523649,18.66884873,non-spam
40083,1258470000,0,21489,30788,text,non-multipart,4,0.09103922,0.15115946,15.11700835,non-spam
41909,1258470000,15,21166,30791,text,non-multipart,14,0.06022371,0.13610738,42.67853083,non-spam
40054,1258485885,0,20737,30449,text,non-multipart,5,0.07489417,0.13090199,9.72521657,non-spam
40769,1258488249,3,21429,30720,text,non-multipart,2,0.07031250,0.37109375,12.14182118,spam
40793,1258509741,3,20693,30800,text,non-multipart,6,0.02152853,0.10010764,20.27207871,spam
40475,1258513864,3,20320,30369,text,non-multipart,4,0.03645685,0.16320137,29.84238172,spam
41565,1258531145,0,21436,30404,text,multipart_text,2,0.01514042,0.13479853,17.65904904,spam
41575,1258541923,0,21474,30414,text,multipart_text,5,0.13293310,0.05660377,4.43467524,spam
41909,1258544395,0,20628,30871,text,non-multipart,21,0.12430011,0.08465845,27.24401239,non-spam
41902,1258551151,19,20906,30364,text,non-multipart,4,0.03858105,0.13205593,18.83305241,non-spam
40110,1258556400,3,22326,30720,text,non-multipart,3,0.02324080,0.18495804,26.66492885,spam
40043,1258556400,0,20280,30215,HTML,multipart_text,142,0.11689841,0.04452044,71.04668574,non-spam
41835,1258583103,0,22382,30534,HTML,multipart_text,76,0.25514894,0.00000000,0.00000000,non-spam
41211,1258611847,0,20019,30573,text,multipart_text,2,0.03709126,0.18887262,16.01705147,spam
41922,1258626582,14,21181,30707,text,non-multipart,7,0.03682691,0.07673933,23.70350045,non-spam
40652,1258640027,3,22360,30720,text,non-multipart,2,0.04045853,0.23465947,16.32519305,spam
40004,1258642800,10,21747,30001,text,non-multipart,4,0.08492201,0.07175043,6.41487986,non-spam
41792,1258642800,0,21888,30309,text,multipart_text,2,0.02444795,0.11593060,10.21520129,spam
40458,1258693860,3,21581,30720,text,non-multipart,2,0.05003909,0.19468335,13.40445298,spam
40958,1258720756,3,21063,30720,text,non-multipart,2,0.03172924,0.27128503,21.40511936,spam
40103,1258729200,30,20421,30288,text,non-multipart,2,0.02074689,0.09612725,10.68405786,spam
40653,1258785842,3,22323,30720,text,non-multipart,3,0.04144055,0.25160335,42.65924503,spam
41925,1258807245,15,21227,31261,text,non-multipart,49,0.16584140,0.05986254,25.76970719,non-spam
41918,1258893306,15,22254,30787,text,non-multipart,78,0.20503786,0.05285463,34.12927757,non-spam
41896,1258963483,17,21361,30920,text,non-multipart,6,0.02627008,0.11430743,32.91913292,non-spam
41917,1258977020,15,21174,30791,text,non-multipart,10,0.06598985,0.10744501,24.06891145,non-spam
41901,1259007701,11,21370,30394,text,non-multipart,25,0.15767208,0.09947405,28.36074634,non-spam
41897,1259028635,0,21624,30960,text,non-multipart,9,0.12866333,0.09756969,7.04402023,non-spam
40054,1259033439,0,22382,30449,text,non-multipart,5,0.11675127,0.12182741,5.74654071,non-spam
41896,1259050258,17,21805,30920,text,non-multipart,16,0.04845412,0.10458483,38.97730391,non-spam
40959,1259099363,3,22196,30720,text,non-multipart,3,0.03817154,0.31526861,26.18737015,spam
