@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40119	1199686935	3	20498	30870	text	non-multipart	2	0.06931702	0.01223242	1	spam
40714	1201049779	0	22059	30870	text	non-multipart	2	0.07904412	0.01102941	2	spam
40712	1202712729	3	21523	30870	text	non-multipart	4	0.04087425	0.01107011	1	spam
40894	1202808349	3	21523	30870	text	non-multipart	4	0.04087425	0.01107011	1	spam
40265	1206348869	6	20405	30870	text	non-multipart	5	0.03294393	0.00981308	1.08544818	spam
40441	1206507179	3	20405	30870	text	non-multipart	5	0.03294393	0.00981308	1.08544818	spam
40892	1207483385	3	20404	30870	text	non-multipart	4	0.04645622	0.00982728	1	spam
40729	1208636873	0	20404	30870	text	non-multipart	4	0.04645622	0.00982728	1	spam
40614	1209137956	3	20404	30870	text	non-multipart	4	0.04645622	0.00982728	1	spam
41399	1228118400	0	21912	30168	text	multipart_text	1	0.00679769	0.00620659	2.11108263	spam
40090	1228161344	0	20678	30405	text	non-multipart	10	0.08239921	0.00943953	2.05554131	non-spam
40052	1228161786	0	20875	30408	text	non-multipart	5	0.09069401	0.01892744	1.22430146	non-spam
41679	1228162907	14	21101	30635	text	non-multipart	12	0.06660252	0.00833868	2	non-spam
41717	1228164285	18	20315	30824	text	non-multipart	7	0.04792766	0.01130369	2	non-spam
41406	1228204800	4	21833	30399	text	multipart_text	2	0.0180268	0.00365408	1	spam
40395	1228204800	0	22178	30412	text	multipart_text	1	0.02105978	0.00815217	2	spam
41722	1228242600	8	22181	30787	text	non-multipart	24	0.07388921	0.00778996	2.62804409	non-spam
40789	1228244207	8	21711	30131	text	multipart_text	1	0.0208906	0.01649258	3	spam
40090	1228247012	0	20016	30405	text	non-multipart	10	0.10250517	0.00827396	2	non-spam
40044	1228248723	0	20868	30408	text	non-multipart	5	0.09005482	0.01761942	1	non-spam
41747	1228276959	12	20173	30101	text	non-multipart	13	0.03840089	0.00500881	2.48064599	non-spam
41719	1228291200	0	20355	30356	text	non-multipart	2	0.06661992	0	0	non-spam
41318	1228291200	0	21375	30093	text	multipart_text	3	0.01685393	0.00865472	6.35888234	spam
41715	1228296077	17	21696	30806	text	non-multipart	16	0.03628875	0.01152112	7	non-spam
41720	1228299973	11	21348	30358	text	non-multipart	26	0.10225149	0.01041203	3.46782876	non-spam
40052	1228337647	0	20635	30407	text	non-multipart	4	0.07793308	0.02287166	1	non-spam
40048	1228338972	0	21961	30407	text	non-multipart	7	0.11426544	0.01809794	1	non-spam
41721	1228346716	19	22181	30333	text	non-multipart	17	0.05369128	0.01563364	3	non-spam
41737	1228356057	15	21119	30706	text	non-multipart	26	0.08005579	0.00899582	2	non-spam
40082	1228356207	0	21509	30488	text	non-multipart	29	0.26771401	0.00577108	2.13244467	non-spam
41671	1228361642	12	22181	30267	HTML	non-multipart	48	0.28726287	0.00454328	1	non-spam
41405	1228377600	4	21470	30066	text	multipart_text	1	0.01552941	0.01694118	3.1473981	spam
41722	1228415400	8	22181	30787	text	non-multipart	30	0.09317972	0.00822938	2.90575066	non-spam
40351	1228419387	0	21958	30011	text	multipart_text	1	0.02640545	0.01022147	1	spam
40058	1228429503	0	21965	30407	text	non-multipart	9	0.11852276	0.01460063	1	non-spam
41678	1228437155	14	21473	30635	text	non-multipart	12	0.06692448	0.00837899	2	non-spam
40040	1228455908	0	20272	30200	HTML	multipart_text	110	0.11176521	0.0036473	4.40160643	non-spam
40449	1228499916	3	20400	30514	text	non-multipart	2	0.06276151	0.02196653	2	spam
41722	1228501800	8	22181	30787	text	non-multipart	18	0.07574244	0.00935289	2.44433051	non-spam
40048	1228507586	0	20872	30408	text	non-multipart	5	0.09005482	0.01761942	1	non-spam
41732	1228512651	14	21473	30635	text	non-multipart	12	0.06631187	0.00830229	2	non-spam
40009	1228531342	16	20910	30818	text	non-multipart	3	0.02395577	0.01412776	5.15594292	non-spam
40089	1228568591	3	21422	30735	text	non-multipart	5	0.09846154	0.01107692	1	non-spam
