1228118400,0,text,0,1,0,1,0.00679769,0.00620659,2.11108263,0,1
1228122000,0,text,0,0,0,0,0,0,0,0,0
1228125600,0,text,0,0,0,0,0,0,0,0,0
1228129200,0,text,0,0,0,0,0,0,0,0,0
1228132800,0,text,0,0,0,0,0,0,0,0,0
1228136400,0,text,0,0,0,0,0,0,0,0,0
1228140000,0,text,0,0,0,0,0,0,0,0,0
1228143600,0,text,0,0,0,0,0,0,0,0,0
1228147200,0,text,0,0,0,0,0,0,0,0,0
1228150800,0,text,0,0,0,0,0,0,0,0,0
1228154400,0,text,0,0,0,0,0,0,0,0,0
1228158000,0,text,1,0,0,10,0.08239921,0.00943953,2.05554131,1,0
1228161600,0,text,3,0,0,24,0.20522419,0.03856981,5.22430146,3,0
1228165200,0,text,0,0,0,0,0,0,0,0,0
1228168800,0,text,0,0,0,0,0,0,0,0,0
1228172400,0,text,0,0,0,0,0,0,0,0,0
1228176000,0,text,0,0,0,0,0,0,0,0,0
1228179600,0,text,0,0,0,0,0,0,0,0,0
1228183200,0,text,0,0,0,0,0,0,0,0,0
1228186800,0,text,0,0,0,0,0,0,0,0,0
1228190400,0,text,0,0,0,0,0,0,0,0,0
1228194000,0,HTML,0,0,0,0,0,0,0,0,0
1228197600,0,text,0,0,0,0,0,0,0,0,0
1228201200,0,text,0,0,0,0,0,0,0,0,0
1228204800,0,text,0,2,0,3,0.03908658,0.01180625,3,0,2
1228208400,0,text,0,0,0,0,0,0,0,0,0
1228212000,0,text,0,0,0,0,0,0,0,0,0
1228215600,0,HTML,0,0,0,0,0,0,0,0,0
1228219200,0,text,0,0,0,0,0,0,0,0,0
1228222800,0,text,0,0,0,0,0,0,0,0,0
1228226400,0,text,0,0,0,0,0,0,0,0,0
1228230000,0,text,0,0,0,0,0,0,0,0,0
1228233600,0,text,0,0,0,0,0,0,0,0,0
1228237200,0,text,0,0,0,0,0,0,0,0,0
1228240800,0,text,1,1,0,25,0.09477981,0.02428254,5.62804409,1,1
1228244400,0,text,1,0,0,10,0.10250517,0.00827396,2,1,0
1228248000,0,text,1,0,0,5,0.09005482,0.01761942,1,1,0
1228251600,0,text,0,0,0,0,0,0,0,0,0
1228255200,0,text,0,0,0,0,0,0,0,0,0
1228258800,0,text,0,0,0,0,0,0,0,0,0
1228262400,0,text,0,0,0,0,0,0,0,0,0
1228266000,0,HTML,0,0,0,0,0,0,0,0,0
1228269600,0,text,0,0,0,0,0,0,0,0,0
1228273200,0,text,0,0,0,0,0,0,0,0,0
1228276800,0,text,1,0,0,13,0.03840089,0.00500881,2.48064599,1,0
1228280400,0,text,0,0,0,0,0,0,0,0,0
1228284000,0,HTML,0,0,0,0,0,0,0,0,0
1228287600,0,text,0,0,0,0,0,0,0,0,0
1228291200,0,text,1,1,0,5,0.08347385,0.00865472,6.35888234,1,1
1228294800,0,text,1,0,0,16,0.03628875,0.01152112,7,1,0
1228298400,0,text,1,0,0,26,0.10225149,0.01041203,3.46782876,1,0
1228302000,0,text,0,0,0,0,0,0,0,0,0
