1228118400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228122000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228125600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228129200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228132800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228136400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228140000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228143600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228147200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228150800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228154400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228158000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228161600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228165200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228168800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228172400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228176000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228179600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228183200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228186800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228190400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228194000,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228197600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228201200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228204800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228208400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228212000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228215600,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228219200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228222800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228226400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228230000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228233600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228237200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228240800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228244400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228248000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228251600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228255200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228258800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228262400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228266000,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228269600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228273200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228276800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228280400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228284000,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228287600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228291200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228294800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228298400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228302000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228305600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228309200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228312800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228316400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228320000,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228323600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228327200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228330800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228334400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228338000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228341600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228345200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228348800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228352400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228356000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228359600,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228363200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228366800,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228370400,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228374000,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228377600,,HTML,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228381200,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
1228384800,,text,1817,1535,2,43440,180.310820289999,29.0205709900026,12179.7469767293,0,0
